# WienerFilter General Weights for luminosity <mu>=90
# partition channel w0 w1 w2 w3 w4 w5 w6 bias
1 42 -0.0871916 -0.292038 -0.371219 1.39857 -0.370066 -0.0781391 -0.135839 -3.09489
1 43 -0.364317 -0.362562 0.153956 0.821129 0.284803 -0.209688 -0.322297 -0.0452887
1 44 -0.14334 -0.405871 -0.104649 1.15197 -0.109325 -0.204778 -0.131696 -2.37815
1 45 -0.00507292 -0.252901 -0.46107 1.49509 -0.492423 -0.00883668 -0.0991463 -8.63414
1 46 -0.0753433 -0.0903882 -0.632514 1.64576 -0.661262 0.138514 -0.164553 -8.14448
1 47 -0.0377943 -0.408919 -0.25143 1.29071 -0.244194 -0.195826 -0.0809084 -3.64771
2 0 -0.240063 0.568559 -1.38914 2.3024 -1.4229 0.769669 -0.338873 -18.5236
2 1 -0.26821 0.5791 -1.50366 2.42449 -1.54316 0.809411 -0.41711 -10.569
2 2 -0.0572689 -0.23043 -0.476057 1.50144 -0.490973 -0.00351442 -0.127729 -5.64044
2 3 -0.0610727 -0.248153 -0.442752 1.47367 -0.464388 -0.0161847 -0.130587 -5.42726
2 4 -0.0346553 -0.266445 -0.456833 1.50014 -0.498981 -0.0142019 -0.143783 -4.30696
2 5 -0.115152 0.101703 -0.904747 1.90613 -0.96292 0.346301 -0.211062 -7.2697
2 6 -0.0885914 -0.0254165 -0.702295 1.71118 -0.74262 0.218973 -0.195305 -9.31323
2 7 -0.116323 -0.0249254 -0.705355 1.71999 -0.755501 0.224388 -0.219109 -6.59343
2 8 -0.0835556 -0.0321293 -0.70864 1.71026 -0.730433 0.192974 -0.171985 -9
2 9 -0.0967535 -0.0076117 -0.750576 1.74846 -0.768698 0.208553 -0.180564 -7.68463
2 10 -0.0946397 0.145899 -0.904268 1.89148 -0.947202 0.373585 -0.205012 -14.9952
2 11 -0.123018 0.165177 -0.936082 1.9237 -0.983699 0.396855 -0.23324 -11.8863
2 12 -0.292579 0.590418 -1.52071 2.44864 -1.57406 0.816792 -0.41802 0.00727828
2 13 -0.163957 0.461573 -1.24375 2.18727 -1.33464 0.707542 -0.281732 -15.1078
2 14 -0.0658963 -0.11117 -0.611352 1.63428 -0.651894 0.114554 -0.146857 -8.02051
2 15 -0.0867531 -0.149271 -0.657134 1.68068 -0.68424 0.0741884 -0.168175 -0.530951
2 16 -0.0861575 -0.111034 -0.658043 1.67768 -0.691721 0.122801 -0.172965 -3.61573
2 17 -0.0765378 -0.0906556 -0.66872 1.6833 -0.699675 0.140895 -0.159109 -5.99456
2 18 -0.113238 -0.194306 -0.49979 1.57774 -0.624757 0.0865034 -0.22016 -0.530118
2 19 -0.149301 0.176774 -1.07322 2.07426 -1.14406 0.452116 -0.35629 0.88531
2 20 -0.0676506 0.0169361 -0.764564 1.76657 -0.799775 0.235382 -0.166114 -11.988
2 21 -0.0898873 0.092022 -0.840386 1.83084 -0.870833 0.298629 -0.181229 -13.1939
2 22 -0.055791 -0.26807 -0.401085 1.42975 -0.405808 -0.0692295 -0.122317 -5.17847
2 23 -0.0598675 -0.243897 -0.452942 1.47951 -0.460623 -0.0388886 -0.13026 -4.44158
2 24 0 0 0 0 0 0 0 0
2 25 0 0 0 0 0 0 0 0
2 26 0 0 0 0 0 0 0 0
2 27 0 0 0 0 0 0 0 0
2 28 0 0 0 0 0 0 0 0
2 29 0 0 0 0 0 0 0 0
2 30 -0.0748838 -0.304558 -0.355657 1.3579 -0.291894 -0.152529 -0.113873 -2.99016
2 31 -0.0555368 -0.0639342 -0.684429 1.69882 -0.721952 0.160304 -0.149472 -8.8109
2 32 -0.0594378 -0.0439691 -0.706152 1.71189 -0.731103 0.171703 -0.153225 -9.24684
2 33 -0.362826 -0.360338 0.152112 0.82352 0.282828 -0.213398 -0.320648 -0.0556058
2 34 -0.373403 -0.357886 0.158243 0.815789 0.289406 -0.203419 -0.327201 -0.0711682
2 35 -0.0783471 -0.303604 -0.352426 1.36269 -0.305828 -0.141477 -0.115387 -3.13567
2 36 -0.086041 -0.47009 -0.100143 1.12412 -0.0412417 -0.291304 -0.0981828 -1.58646
2 37 -0.116357 -0.422525 -0.108216 1.14993 -0.0877092 -0.261544 -0.126941 -1.16052
2 38 -0.109103 -0.424578 -0.110565 1.14755 -0.079115 -0.272069 -0.121797 -1.30225
2 39 -0.083993 -0.435034 -0.138153 1.16091 -0.0833683 -0.267061 -0.100273 -2.22539
2 40 -0.0479318 -0.246935 -0.473628 1.50082 -0.483872 -0.0378108 -0.110101 -4.38417
2 41 -0.0443698 -0.219498 -0.508029 1.53594 -0.529254 -0.00148281 -0.107161 -5.72619
2 42 0 0 0 0 0 0 0 0
2 43 0 0 0 0 0 0 0 0
2 44 0 0 0 0 0 0 0 0
2 45 0 0 0 0 0 0 0 0
2 46 0 0 0 0 0 0 0 0
2 47 0 0 0 0 0 0 0 0
3 0 -0.229455 0.551028 -1.38599 2.31505 -1.44335 0.772741 -0.334551 -18.3127
3 1 -0.252835 0.569191 -1.46093 2.3704 -1.47393 0.788075 -0.392161 -18.5798
3 2 -0.0526942 -0.228407 -0.472563 1.50628 -0.507916 0.0166308 -0.127043 -6.16388
3 3 -0.090375 -0.0223418 -0.781668 1.78786 -0.812295 0.208269 -0.192028 -4.66415
3 4 -0.0437355 -0.182017 -0.611776 1.64135 -0.648089 0.0763882 -0.194418 -2.08201
3 5 -0.118641 0.0812 -0.858023 1.85867 -0.909209 0.322002 -0.206974 -7.6365
3 6 -0.0909085 -0.0188237 -0.715516 1.72527 -0.75737 0.218868 -0.193002 -9.20427
3 7 -0.0941262 -0.0115541 -0.728964 1.73686 -0.769614 0.229429 -0.200886 -8.57529
3 8 -0.0611919 -0.0315682 -0.701734 1.70889 -0.735913 0.198223 -0.157373 -11.0601
3 9 -0.104606 -0.0114463 -0.749657 1.75049 -0.771986 0.208677 -0.19405 -6.39105
3 10 -0.125685 0.156983 -0.933722 1.9243 -0.984892 0.392817 -0.237614 -11.4555
3 11 -0.125062 0.148067 -0.91923 1.91235 -0.974708 0.391286 -0.238344 -11.3392
3 12 -0.294569 0.593176 -1.53486 2.46641 -1.5965 0.821607 -0.424409 1.03652
3 13 -0.176639 0.489211 -1.27436 2.20448 -1.34302 0.708949 -0.28063 -14.857
3 14 -0.0685623 -0.106033 -0.624945 1.64008 -0.650999 0.11561 -0.155661 -7.25479
3 15 -0.0985308 0.00521911 -0.756017 1.76787 -0.813377 0.267223 -0.198747 -8.5672
3 16 -0.131091 0.156277 -0.959279 1.94439 -0.994521 0.370526 -0.223619 -7.54651
3 17 -0.082099 -0.106113 -0.658217 1.67779 -0.695609 0.135069 -0.166659 -4.98729
3 18 -0.0758366 -0.330613 -0.331754 1.38922 -0.378539 -0.0835252 -0.182933 -0.275688
3 19 -0.0257583 -0.212228 -0.585259 1.62374 -0.622963 0.0304876 -0.21234 0.167087
3 20 -0.0563783 0.0172083 -0.771818 1.77756 -0.817666 0.250591 -0.165567 -12.7956
3 21 -0.074188 0.0746171 -0.826908 1.82484 -0.871089 0.300941 -0.181133 -13.7109
3 22 -0.0616632 -0.243158 -0.465852 1.49075 -0.472383 -0.0283353 -0.138937 -3.92447
3 23 -0.0487065 -0.249353 -0.456055 1.48931 -0.480733 -0.0180371 -0.132345 -4.90925
3 24 0 0 0 0 0 0 0 0
3 25 0 0 0 0 0 0 0 0
3 26 0 0 0 0 0 0 0 0
3 27 0 0 0 0 0 0 0 0
3 28 0 0 0 0 0 0 0 0
3 29 0 0 0 0 0 0 0 0
3 30 -0.0393948 -0.363658 -0.292558 1.32653 -0.286142 -0.150107 -0.107951 -4.05073
3 31 -0.0601124 -0.0605634 -0.69228 1.70643 -0.733181 0.178894 -0.160737 -8.91785
3 32 -0.0474205 -0.0608706 -0.674519 1.68358 -0.702838 0.157256 -0.139536 -10.939
3 33 -0.382934 -0.378634 0.197711 0.76937 0.343336 -0.210671 -0.336142 -0.0859021
3 34 -0.374076 -0.368001 0.173182 0.79991 0.307277 -0.208536 -0.327453 -0.100676
3 35 -0.0587822 -0.352818 -0.302683 1.3336 -0.293432 -0.136927 -0.12082 -3.31117
3 36 -0.0675425 -0.468058 -0.111982 1.12343 -0.0264957 -0.308371 -0.092228 -2.18255
3 37 -0.12071 -0.415775 -0.105352 1.1286 -0.0508142 -0.26373 -0.139252 -1.49814
3 38 -0.12115 -0.420563 -0.100142 1.13175 -0.0619581 -0.259933 -0.13219 -1.62222
3 39 -0.0798924 -0.418341 -0.176206 1.18575 -0.0993383 -0.257377 -0.108847 -1.97207
3 40 -0.00615637 -0.282522 -0.464587 1.49099 -0.47337 -0.0378839 -0.098834 -5.78599
3 41 -0.0347484 -0.221168 -0.519738 1.53344 -0.515873 0.00279724 -0.114806 -6.01165
3 42 0 0 0 0 0 0 0 0
3 43 0 0 0 0 0 0 0 0
3 44 0 0 0 0 0 0 0 0
3 45 0 0 0 0 0 0 0 0
3 46 0 0 0 0 0 0 0 0
3 47 0 0 0 0 0 0 0 0
