# This file contains the relative length of
# fibers to each pmt within a drawer in ns
#
Tfib    0x400   22    -4.85
Tfib    0x400   23    -4.85
Tfib    0x400   24    0
Tfib    0x400   25    0
Tfib    0x400   26    0
Tfib    0x400   27    0
Tfib    0x400   28    0
Tfib    0x400   29    0
Tfib    0x400   30    -5.14
Tfib    0x400   31    -6.71
Tfib    0x400   32    -6.71
Tfib    0x400   33    0
Tfib    0x400   34    0
Tfib    0x400   35    -5.14
Tfib    0x400   36    -5.41
Tfib    0x400   37    -4.38
Tfib    0x400   38    -4.38
Tfib    0x400   39    -5.41
Tfib    0x400   40    -7.61
Tfib    0x400   41    -7.61
Tfib    0x400   42    0
Tfib    0x400   43    0
Tfib    0x400   44    0
Tfib    0x400   45    0
Tfib    0x400   46    0
Tfib    0x400   47    0
