# grid   : Signal grid with associated production of chargino-1 and neutralino-2 with decays via Wh. 13 TeV.
# author : mann@cern.ch (please report any problems), Balthasar.Schachtner@cern.ch (added filter eff)
# date   : 29.09.2016
# updated: 11.09.2017 dbogavac@cern.ch (points 500 - 600 GeV)
# updated: 17.10.2017 dbogavac@cern.ch (points 600 - 800 GeV)
# Cross sections taken from https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SUSYCrossSections13TeVn2x1wino
# Filter efficiencies from AMI are 1.0, included leptonic branching fraction of W (PDG) as filter eff
#
#SAMPLE     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
392636     127         0.126627        1.00       0.324000      0.085457  # (300.0, 50.0)
392637     125         0.260319        1.00       0.324000      0.059743  # (300.0, 100.0)
392637     127         0.126627        1.00       0.324000      0.085457  # (300.0, 100.0)
392638     125         0.260319        1.00       0.324000      0.059743  # (300.0, 75.0)
392638     127         0.126627        1.00       0.324000      0.085457  # (300.0, 75.0)
392639     125         0.222603        1.00       0.324000      0.061299  # (312.5, 12.5)
392639     127         0.106873        1.00       0.324000      0.086907  # (312.5, 12.5)
392640     125         0.222603        1.00       0.324000      0.061299  # (312.5, 37.5)
392640     127         0.106873        1.00       0.324000      0.086907  # (312.5, 37.5)
392641     125         0.191314        1.00       0.324000      0.063019  # (325.0, 0.0)
392641     127         0.090610        1.00       0.324000      0.088080  # (325.0, 0.0)
392642     125         0.191314        1.00       0.324000      0.063019  # (325.0, 25.0)
392642     127         0.090610        1.00       0.324000      0.088080  # (325.0, 25.0)
392643     125         0.191314        1.00       0.324000      0.063019  # (325.0, 50.0)
392643     127         0.090610        1.00       0.324000      0.088080  # (325.0, 50.0)
392644     125         0.191314        1.00       0.324000      0.063019  # (325.0, 75.0)
392644     127         0.090610        1.00       0.324000      0.088080  # (325.0, 75.0)
392645     125         0.191314        1.00       0.324000      0.063019  # (325.0, 100.0)
392645     127         0.090610        1.00       0.324000      0.088080  # (325.0, 100.0)
392646     125         0.165124        1.00       0.324000      0.064321  # (337.5, 12.5)
392646     127         0.077356        1.00       0.324000      0.089823  # (337.5, 12.5)
392647     125         0.143126        1.00       0.324000      0.065657  # (350.0, 0.0)
392647     127         0.066332        1.00       0.324000      0.091634  # (350.0, 0.0)
392648     125         0.143126        1.00       0.324000      0.065657  # (350.0, 25.0)
392648     127         0.066332        1.00       0.324000      0.091634  # (350.0, 25.0)
392649     125         0.143126        1.00       0.324000      0.065657  # (350.0, 50.0)
392649     127         0.066332        1.00       0.324000      0.091634  # (350.0, 50.0)
392650     125         0.143126        1.00       0.324000      0.065657  # (350.0, 75.0)
392650     127         0.066332        1.00       0.324000      0.091634  # (350.0, 75.0)
392651     125         0.143126        1.00       0.324000      0.065657  # (350.0, 100.0)
392651     127         0.066332        1.00       0.324000      0.091634  # (350.0, 100.0)
392652     125         0.108840        1.00       0.324000      0.068934  # (375.0, 0.0)
392652     127         0.049236        1.00       0.324000      0.093629  # (375.0, 0.0)
392653     125         0.108840        1.00       0.324000      0.068934  # (375.0, 25.0)
392653     127         0.049236        1.00       0.324000      0.093629  # (375.0, 25.0)
392654     125         0.108840        1.00       0.324000      0.068934  # (375.0, 50.0)
392654     127         0.049236        1.00       0.324000      0.093629  # (375.0, 50.0)
392655     125         0.108840        1.00       0.324000      0.068934  # (375.0, 75.0)
392655     127         0.049236        1.00       0.324000      0.093629  # (375.0, 75.0)
392656     125         0.083907        1.00       0.324000      0.072147  # (400.0, 0.0)
392656     127         0.037120        1.00       0.324000      0.096393  # (400.0, 0.0)
392657     125         0.083907        1.00       0.324000      0.072147  # (400.0, 25.0)
392657     127         0.037120        1.00       0.324000      0.096393  # (400.0, 25.0)
392658     125         0.083907        1.00       0.324000      0.072147  # (400.0, 50.0)
392658     127         0.037120        1.00       0.324000      0.096393  # (400.0, 50.0)
392659     125         0.065455        1.00       0.324000      0.075543  # (425.0, 0.0)
392659     127         0.028333        1.00       0.324000      0.099143  # (425.0, 0.0)
392660     125         0.065455        1.00       0.324000      0.075543  # (425.0, 25.0)
392660     127         0.028333        1.00       0.324000      0.099143  # (425.0, 25.0)
392661     125         0.051590        1.00       0.324000      0.078328  # (450.0, 0.0)
392661     127         0.021856        1.00       0.324000      0.101081  # (450.0, 0.0)
392662     125         0.083907        1.00       0.324000      0.072147  # (400.0, 75.0)
392662     127         0.037120        1.00       0.324000      0.096393  # (400.0, 75.0)
392663     125         0.065455        1.00       0.324000      0.075543  # (425.0, 50.0)
392663     127         0.028333        1.00       0.324000      0.099143  # (425.0, 50.0)
392664     125         0.065455        1.00       0.324000      0.075543  # (425.0, 75.0)
392664     127         0.028333        1.00       0.324000      0.099143  # (425.0, 75.0)
392665     125         0.051590        1.00       0.324000      0.078328  # (450.0, 25.0)
392665     127         0.021856        1.00       0.324000      0.101081  # (450.0, 25.0)
392666     125         0.051590        1.00       0.324000      0.078328  # (450.0, 50.0)
392666     127         0.021856        1.00       0.324000      0.101081  # (450.0, 50.0)
392667     125         0.041023        1.00       0.324000      0.080159  # (475.0, 0.0)
392667     127         0.017068        1.00       0.324000      0.103822  # (475.0, 0.0)
392668     125         0.041023        1.00       0.324000      0.080159  # (475.0, 25.0)
392668     127         0.017068        1.00       0.324000      0.103822  # (475.0, 25.0)
392669     125         0.032913        1.00       0.324000      0.083079  # (500.0, 0.0)
392669     127         0.013444        1.00       0.324000      0.106775  # (500.0, 0.0)
394055     125         0.362248        1.00       0.324000      0.056619  # (275.0, 100.0)
394055     127         0.180802        1.00       0.324000      0.082539  # (275.0, 100.0)
394056     125         0.108840        1.00       0.324000      0.068934  # (375.0, 100.0)
394056     127         0.049236        1.00       0.324000      0.093629  # (375.0, 100.0)
394057     125         0.083907        1.00       0.324000      0.072147  # (400.0, 100.0)
394057     127         0.037120        1.00       0.324000      0.096393  # (400.0, 100.0)
394058     125         0.065455        1.00       0.324000      0.075543  # (425.0, 100.0)
394058     127         0.028333        1.00       0.324000      0.099143  # (425.0, 100.0)
394059     125         0.051590        1.00       0.324000      0.078328  # (450.0, 100.0)
394059     127         0.021856        1.00       0.324000      0.101081  # (450.0, 100.0)
394060     125         0.041023        1.00       0.324000      0.080159  # (475.0, 100.0)
394060     127         0.017068        1.00       0.324000      0.103822  # (475.0, 100.0)
394061     125         0.083907        1.00       0.324000      0.072147  # (400.0, 75.0)
394061     127         0.037120        1.00       0.324000      0.096393  # (400.0, 75.0)
394062     125         0.065455        1.00       0.324000      0.075543  # (425.0, 75.0)
394062     127         0.028333        1.00       0.324000      0.099143  # (425.0, 75.0)
394063     125         0.051590        1.00       0.324000      0.078328  # (450.0, 75.0)
394063     127         0.021856        1.00       0.324000      0.101081  # (450.0, 75.0)
394064     125         0.041023        1.00       0.324000      0.080159  # (475.0, 75.0)
394064     127         0.017068        1.00       0.324000      0.103822  # (475.0, 75.0)
394065     125         0.032913        1.00       0.324000      0.083079  # (500.0, 75.0)
394065     127         0.013444        1.00       0.324000      0.106775  # (500.0, 75.0)
394066     125         0.041023        1.00       0.324000      0.080159  # (475.0, 50.0)
394066     127         0.017068        1.00       0.324000      0.103822  # (475.0, 50.0)
394067     125         0.032913        1.00       0.324000      0.083079  # (500.0, 50.0)
394067     127         0.013444        1.00       0.324000      0.106775  # (500.0, 50.0)
394068     125         0.026603        1.00       0.324000      0.086441  # (525.0, 50.0)
394068     127         0.010667        1.00       0.324290      0.110171  # (525.0, 50.0)
394069     125         0.032913        1.00       0.324000      0.083079  # (500.0, 25.0)
394069     127         0.013444        1.00       0.324000      0.106775  # (500.0, 25.0)
394070     125         0.026603        1.00       0.324000      0.086441  # (525.0, 25.0)
394070     127         0.010667        1.00       0.324290      0.110171  # (525.0, 25.0)
394071     125         0.021644        1.00       0.324000      0.088882  # (550.0, 25.0)
394071     127         0.008526        1.00       0.324000      0.112869  # (550.0, 25.0)
394072     125         0.017716        1.00       0.324000      0.090799  # (575.0, 25.0)
394072     127         0.006868        1.00       0.324000      0.116070  # (575.0, 25.0)
394073     125         0.026603        1.00       0.324000      0.086441  # (525.0, 0.0)
394073     127         0.010667        1.00       0.324000      0.110171  # (525.0, 0.0)
394074     125         0.021644        1.00       0.324000      0.088882  # (550.0, 0.0)
394074     127         0.008526        1.00       0.324000      0.112869  # (550.0, 0.0)
394075     125         0.017716        1.00       0.324000      0.090799  # (575.0, 0.0)
394075     127         0.006868        1.00       0.324000      0.116070  # (575.0, 0.0)
394076     125         0.014577        1.00       0.324000      0.094785  # (600.0, 0.0)
394076     127         0.005563        1.00       0.324000      0.119626  # (600.0, 0.0)
394378     125         0.362248        1.00       0.324000      0.056619  # (275.0, 145.0) 
394378     127         0.180802        1.00       0.324000      0.082539  # (275.0, 145.0)  
394379     125         0.362248        1.00       0.324000      0.056619  # (275.0, 125.0)  
394379     127         0.180802        1.00       0.324000      0.082539  # (275.0, 125.0)  
394380     125         0.260319        1.00       0.324000      0.059743  # (300.0, 125.0)
394380     127         0.126627        1.00       0.324000      0.085457  # (300.0, 125.0)
394381     125         0.191314        1.00       0.324000      0.063019  # (325.0, 125.0)  
394381     127         0.090610        1.00       0.324000      0.088080  # (325.0, 125.0)  
394382     125         0.143126        1.00       0.324000      0.065657  # (350.0, 125.0)  
394382     127         0.066332        1.00       0.324000      0.091634  # (350.0, 125.0)  
394383     125         0.108840        1.00       0.324000      0.068934  # (375.0, 125.0)  
394383     127         0.049236        1.00       0.324000      0.093629  # (375.0, 125.0)  
394384     125         0.083907        1.00       0.324000      0.072147  # (400.0, 125.0)  
394384     127         0.037120        1.00       0.324000      0.096393  # (400.0, 125.0)  
394385     125         0.065455        1.00       0.324000      0.075543  # (425.0, 125.0)  
394385     127         0.028333        1.00       0.324000      0.099143  # (425.0, 125.0)  
394386     125         0.051590        1.00       0.324000      0.078328  # (450.0, 125.0)  
394386     127         0.021856        1.00       0.324000      0.101081  # (450.0, 125.0)  
394387     125         0.260319        1.00       0.324000      0.059743  # (300.0, 170.0)  
394387     127         0.126627        1.00       0.324000      0.085457  # (300.0, 170.0)  
394388     125         0.260319        1.00       0.324000      0.059743  # (300.0, 150.0)  
394388     127         0.126627        1.00       0.324000      0.085457  # (300.0, 150.0)  
394389     125         0.191314        1.00       0.324000      0.063019  # (325.0, 150.0)  
394389     127         0.090610        1.00       0.324000      0.088080  # (325.0, 150.0)  
394390     125         0.143126        1.00       0.324000      0.065657  # (350.0, 150.0)  
394390     127         0.066332        1.00       0.324000      0.091634  # (350.0, 150.0)  
394391     125         0.108840        1.00       0.324000      0.068934  # (375.0, 150.0)  
394391     127         0.049236        1.00       0.324000      0.093629  # (375.0, 150.0)  
394392     125         0.083907        1.00       0.324000      0.072147  # (400.0, 150.0)  
394392     127         0.037120        1.00       0.324000      0.096393  # (400.0, 150.0)  
394393     125         0.065455        1.00       0.324000      0.075543  # (425.0, 150.0)  
394393     127         0.028333        1.00       0.324000      0.099143  # (425.0, 150.0)  
394394     125         0.051590        1.00       0.324000      0.078328  # (450.0, 150.0)  
394394     127         0.021856        1.00       0.324000      0.101081  # (450.0, 150.0)  
394395     125         0.191314        1.00       0.324000      0.063019  # (325.0, 190.0)
394395     127         0.090610        1.00       0.324000      0.088080  # (325.0, 190.0)
394396     125         0.191314        1.00       0.324000      0.063019  # (325.0, 175.0)  
394396     127         0.090610        1.00       0.324000      0.088080  # (325.0, 175.0)  
394397     125         0.143126        1.00       0.324000      0.065657  # (350.0, 175.0)  
394397     127         0.066332        1.00       0.324000      0.091634  # (350.0, 175.0)  
394398     125         0.108840        1.00       0.324000      0.068934  # (375.0, 175.0)  
394398     127         0.049236        1.00       0.324000      0.093629  # (375.0, 175.0)  
394399     125         0.083907        1.00       0.324000      0.072147  # (400.0, 175.0)  
394399     127         0.037120        1.00       0.324000      0.096393  # (400.0, 175.0)  
394400     125         0.065455        1.00       0.324000      0.075543  # (425.0, 175.0)  
394400     127         0.028333        1.00       0.324000      0.099143  # (425.0, 175.0)  
394401     125         0.051590        1.00       0.324000      0.078328  # (450.0, 175.0)  
394401     127         0.021856        1.00       0.324000      0.101081  # (450.0, 175.0)  
394402     125         0.143126        1.00       0.324000      0.065657  # (350.0, 200.0)  
394402     127         0.066332        1.00       0.324000      0.091634  # (350.0, 200.0)  
394403     125         0.108840        1.00       0.324000      0.068934  # (375.0, 200.0)  
394403     127         0.049236        1.00       0.324000      0.093629  # (375.0, 200.0)  
394404     125         0.083907        1.00       0.324000      0.072147  # (400.0, 200.0)  
394404     127         0.037120        1.00       0.324000      0.096393  # (400.0, 200.0)  
394405     125         0.065455        1.00       0.324000      0.075543  # (425.0, 200.0)  
394405     127         0.028333        1.00       0.324000      0.099143  # (425.0, 200.0)  
394406     125         0.051590        1.00       0.324000      0.078328  # (450.0, 200.0)  
394406     127         0.021856        1.00       0.324000      0.101081  # (450.0, 200.0)  
394701     125         0.032913        1.00       0.324000      0.083079  # (500.0, 100.0)  
394701     127         0.013444        1.00       0.324000      0.106775  # (500.0, 100.0)  
394702     125         0.032913        1.00       0.324000      0.083079  # (500.0, 125.0)  
394702     127         0.013444        1.00       0.324000      0.106775  # (500.0, 125.0)  
394703     125         0.032913        1.00       0.324000      0.083079  # (500.0, 150.0)  
394703     127         0.013444        1.00       0.324000      0.106775  # (500.0, 150.0)  
394704     125         0.041023        1.00       0.324000      0.080159  # (475.0, 150.0)  
394704     127         0.017068        1.00       0.324000      0.103822  # (475.0, 150.0)  
394705     125         0.041023        1.00       0.324000      0.080159  # (475.0, 125.0) 
394705     127         0.017068        1.00       0.324000      0.103822  # (475.0, 125.0)  
394706     125         0.026603        1.00       0.324000      0.086441  # (525.0, 75.0)  
394706     127         0.010667        1.00       0.324000      0.110171  # (525.0, 75.0)  
394707     125         0.026603        1.00       0.324000      0.086441  # (525.0, 100.0)  
394707     127         0.010667        1.00       0.324000      0.110171  # (525.0, 100.0)  
394708     125         0.026603        1.00       0.324000      0.086441  # (525.0, 125.0)  
394708     127         0.010667        1.00       0.324000      0.110171  # (525.0, 125.0)  
394709     125         0.021644        1.00       0.324000      0.088882  # (550.0, 50.0)  
394709     127         0.008526        1.00       0.324000      0.112869  # (550.0, 50.0) 
394710     125         0.021644        1.00       0.324000      0.088882  # (550.0, 75.0)  
394710     127         0.008526        1.00       0.324000      0.112869  # (550.0, 75.0)  
394711     125         0.021644        1.00       0.324000      0.088882  # (550.0, 100.0)  
394711     127         0.008526        1.00       0.324000      0.112869  # (550.0, 100.0) 
394712     125         0.021644        1.00       0.324000      0.088882  # (550.0, 125.0)  
394712     127         0.008526        1.00       0.324000      0.112869  # (550.0, 125.0)  
394713     125         0.017716        1.00       0.324000      0.090799  # (575.0, 50.0)  
394713     127         0.006868        1.00       0.324000      0.116070  # (575.0, 50.0)  
394714     125         0.017716        1.00       0.324000      0.090799  # (575.0, 75.0)  
394714     127         0.006868        1.00       0.324000      0.116070  # (575.0, 75.0)  
394715     125         0.017716        1.00       0.324000      0.090799  # (575.0, 100.0)  
394715     127         0.006868        1.00       0.324000      0.116070  # (575.0, 100.0)  
394716     125         0.017716        1.00       0.324000      0.090799  # (575.0, 125.0)  
394716     127         0.006868        1.00       0.324000      0.116070  # (575.0, 125.0)  
394717     125         0.014577        1.00       0.324000      0.094785  # (600.0, 15.0)  
394717     127         0.005563        1.00       0.324000      0.119626  # (600.0, 15.0)  
394718     125         0.014577        1.00       0.324000      0.094785  # (600.0, 50.0)  
394718     127         0.005563        1.00       0.324000      0.119626  # (600.0, 50.0)  
394719     125         0.014577        1.00       0.324000      0.094785  # (600.0, 75.0)  
394719     127         0.005563        1.00       0.324000      0.119626  # (600.0, 75.0)  
394720     125         0.014577        1.00       0.324000      0.094785  # (600.0, 100.0)  
394720     127         0.005563        1.00       0.324000      0.119626  # (600.0, 100.0)  
394721     125         0.014577        1.00       0.324000      0.094785  # (600.0, 125.0)  
394721     127         0.005563        1.00       0.324000      0.119626  # (600.0, 125.0)  
394722     125         0.012045        1.00       0.324000      0.096258  # (625.0, 0.0)  
394722     127         0.004527        1.00       0.324000      0.120185  # (625.0, 0.0)  
394723     125         0.012045        1.00       0.324000      0.096258  # (625.0, 25.0)  
394723     127         0.004527        1.00       0.324000      0.120185  # (625.0, 25.0)  
394724     125         0.012045        1.00       0.324000      0.096258  # (625.0, 50.0)  
394724     127         0.004527        1.00       0.324000      0.120185  # (625.0, 50.0)  
394725     125         0.012045        1.00       0.324000      0.096258  # (625.0, 75.0)  
394725     127         0.004527        1.00       0.324000      0.120185  # (625.0, 75.0)  
394726     125         0.012045        1.00       0.324000      0.096258  # (625.0, 100.0)  
394726     127         0.004527        1.00       0.324000      0.120185  # (625.0, 100.0)  
394727     125         0.010019        1.00       0.324000      0.097563  # (650.0, 0.0)
394727     127         0.003712        1.00       0.324000      0.123557  # (650.0, 0.0)
394728     125         0.010019        1.00       0.324000      0.097563  # (650.0, 25.0)  
394728     127         0.003712        1.00       0.324000      0.123557  # (650.0, 25.0)  
394729     125         0.010019        1.00       0.324000      0.097563  # (650.0, 50.0)  
394729     127         0.003712        1.00       0.324000      0.123557  # (650.0, 50.0)  
394730     125         0.010019        1.00       0.324000      0.097563  # (650.0, 75.0)  
394730     127         0.003712        1.00       0.324000      0.123557  # (650.0, 75.0)  
394731     125         0.010019        1.00       0.324000      0.097563  # (650.0, 100.0)  
394731     127         0.003712        1.00       0.324000      0.123557  # (650.0, 100.0)  
394732     125         0.008346        1.00       0.324000      0.099791  # (675.0, 0.0)  
394732     127         0.003052        1.00       0.324000      0.126883  # (675.0, 0.0)  
394733     125         0.008346        1.00       0.324000      0.099791  # (675.0, 25.0)  
394733     127         0.003052        1.00       0.324000      0.126883  # (675.0, 25.0)  
394734     125         0.008346        1.00       0.324000      0.099791  # (675.0, 50.0)  
394734     127         0.003052        1.00       0.324000      0.126883  # (675.0, 50.0)  
394735     125         0.008346        1.00       0.324000      0.099791  # (675.0, 75.0)  
394735     127         0.003052        1.00       0.324000      0.126883  # (675.0, 75.0)  
394736     125         0.008346        1.00       0.324000      0.099791  # (675.0, 100.0)  
394736     127         0.003052        1.00       0.324000      0.126883  # (675.0, 100.0)  
394737     125         0.006990        1.00       0.324000      0.102147  # (700.0, 0.0)  
394737     127         0.002521        1.00       0.324000      0.129970  # (700.0, 0.0)  
394738     125         0.006990        1.00       0.324000      0.102147  # (700.0, 25.0)  
394738     127         0.002521        1.00       0.324000      0.129970  # (700.0, 25.0)  
394739     125         0.006990        1.00       0.324000      0.102147  # (700.0, 50.0)  
394739     127         0.002521        1.00       0.324000      0.129970  # (700.0, 50.0)  
394740     125         0.004954        1.00       0.324000      0.107447  # (750.0, 0.0)  
394740     127         0.001740        1.00       0.324000      0.137082  # (750.0, 0.0)  
394741     125         0.004954        1.00       0.324000      0.107447  # (750.0, 25.0)  
394741     127         0.001740        1.00       0.324000      0.137082  # (750.0, 25.0)  
394742     125         0.004954        1.00       0.324000      0.107447  # (750.0, 50.0)  
394742     127         0.001740        1.00       0.324000      0.137082  # (750.0, 50.0)  
394743     125         0.003541        1.00       0.324000      0.109913  # (800.0, 0.0)  
394743     127         0.001218        1.00       0.324000      0.143878  # (800.0, 0.0)  
394744     125         0.003541        1.00       0.324000      0.109913  # (800.0, 25.0)  
394744     127         0.001218        1.00       0.324000      0.143878  # (800.0, 25.0)  
394745     125         0.003541        1.00       0.324000      0.109913  # (800.0, 50.0)  
394745     127         0.001218        1.00       0.324000      0.143878  # (800.0, 50.0)  

