# author : itzebelt.santoyo.castillo@cern.ch & Andreas Petridis (apetrid@cern.ch) -- please report any problems
# date   : 29/1/2016
# update :
# brief  : Based on https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SUSYCrossSections13TeVn2x1wino
#          Note the proper filterEff per process is quoted here, as opposed what AMI reports - which is for 125+127.
#          Comment:
#          The C1N2 signal grid contains generator weights >=1 or <1.
#          In order to take into account the effect of the gen weights on the two subprocesses,
#          I rerun the generation of the samples one time with the C1pN2 ONLY and one time with C1mN2 ONLY
# format : datasetID   finalState   XS   BF   filterEff   relUncertainty  # C1/N2 mass in GeV
392278  125     0.00699008       0.03266518922     7.919750e-01      0.1021466       # 700
392279  125     0.00699008       0.03266518922     7.890830e-01      0.1021466       # 700
392280  125     0.00699008       0.03266518922     7.869168e-01      0.1021466       # 700
392200  127     0.0663319        0.03266518922     7.574101e-01     0.0916337       # 350
392201  127     0.126627         0.03266518922     6.713644e-01     0.0854573       # 300
392202  127     0.0134441        0.03266518922     7.834760e-01     0.1067747       # 500
392203  127     0.0218561        0.03266518922     7.805870e-01     0.1010812       # 450
392204  127     0.126627         0.03266518922     7.652130e-01     0.0854573       # 300
392205  127     0.0663319        0.03266518922     7.675006e-01     0.0916337       # 350
392206  127     0.0663319        0.03266518922     6.696861e-01     0.0916337       # 350
392207  127     1.90704          0.03266518922     6.336182e-01     0.0661717       # 150
392208  127     0.126627         0.03266518922     7.555315e-01     0.0854573       # 300
392209  127     0.03712          0.03266518922     7.762319e-01     0.0963933       # 400
392210  127     0.0663319        0.03266518922     7.726196e-01     0.0916337       # 350
392211  127     0.0663319        0.03266518922     7.650431e-01     0.0916337       # 350
392212  127     1.90704          0.03266518922     7.274449e-01     0.0661717       # 150
392213  127     0.265255         0.03266518922     7.567402e-01     0.0796452       # 250
392214  127     0.0218561        0.03266518922     7.736551e-01     0.1010812       # 450
392215  127     0.265255         0.03266518922     7.531394e-01     0.0796452       # 250
392216  127     0.0218561        0.03266518922     7.818381e-01     0.1010812       # 450
392217  127     0.03712          0.03266518922     7.755322e-01     0.0963933       # 400
392218  127     0.0134441        0.03266518922     7.663051e-01     0.1067747       # 500
392219  127     0.0218561        0.03266518922     6.792402e-01     0.1010812       # 450
392220  127     0.0663319        0.03266518922     7.730743e-01     0.0916337       # 350
392221  127     0.03712          0.03266518922     7.703454e-01     0.0963933       # 400
392222  127     0.63714          0.03266518922     6.495874e-01     0.0729927       # 200
392223  127     0.0134441        0.03266518922     7.812949e-01     0.1067747       # 500
392224  127     0.03712          0.03266518922     7.665147e-01     0.0963933       # 400
392225  127     0.0134441        0.03266518922     7.805043e-01     0.1067747       # 500
392226  127     8.76608          0.03266518922     6.852328e-01     0.0590482       # 100
392227  127     0.126627         0.03266518922     7.622354e-01     0.0854573       # 300
392228  127     0.0218561        0.03266518922     7.616806e-01     0.1010812       # 450
392229  127     8.76608          0.03266518922     6.001532e-01     0.0590482       # 100
392230  127     0.63714          0.03266518922     7.411925e-01     0.0729927       # 200
392231  127     0.0663319        0.03266518922     7.716052e-01     0.0916337       # 350
392232  127     0.0134441        0.03266518922     7.779356e-01     0.1067747       # 500
392233  127     0.265255         0.03266518922     6.652332e-01     0.0796452       # 250
392234  127     0.265255         0.03266518922     7.551768e-01     0.0796452       # 250
392250  127     0.0134441        0.03266518922     7.726437e-01     0.1067747       # 500
392251  127     0.0134441        0.03266518922     7.787128e-01     0.1067747       # 500
392252  127     0.0134441        0.03266518922     7.801541e-01     0.1067747       # 500
392253  127     0.0134441        0.03266518922     7.844959e-01     0.1067747       # 500
392254  127     0.00852674       0.03266518922     7.749601e-01     0.1128699       # 550
392255  127     0.00852674       0.03266518922     7.761075e-01     0.1128699       # 550
392256  127     0.00852674       0.03266518922     7.816372e-01     0.1128699       # 550
392257  127     0.00852674       0.03266518922     7.819905e-01     0.1128699       # 550
392258  127     0.00852674       0.03266518922     7.866472e-01     0.1128699       # 550
392259  127     0.00852674       0.03266518922     7.861452e-01     0.1128699       # 550
392260  127     0.00852674       0.03266518922     7.857233e-01     0.1128699       # 550
392261  127     0.00852674       0.03266518922     7.864572e-01     0.1128699       # 550
392262  127     0.00852674       0.03266518922     7.868894e-01     0.1128699       # 550
392263  127     0.00556289       0.03266518922     7.783049e-01     0.1196261       # 600
392264  127     0.00556289       0.03266518922     7.818683e-01     0.1196261       # 600
392265  127     0.00556289       0.03266518922     7.840682e-01     0.1196261       # 600
392266  127     0.00556289       0.03266518922     7.849788e-01     0.1196261       # 600
392267  127     0.00556289       0.03266518922     7.866448e-01     0.1196261       # 600
392268  127     0.00556289       0.03266518922     7.883602e-01     0.1196261       # 600
392269  127     0.00556289       0.03266518922     7.888002e-01     0.1196261       # 600
392270  127     0.00556289       0.03266518922     7.864021e-01     0.1196261       # 600
392271  127     0.00556289       0.03266518922     7.894412e-01     0.1196261       # 600
392272  127     0.00371232       0.03266518922     7.884197e-01     0.1235567       # 650
392273  127     0.00371232       0.03266518922     7.867885e-01     0.1235567       # 650
392274  127     0.00371232       0.03266518922     7.875174e-01     0.1235567       # 650
392275  127     0.00371232       0.03266518922     7.905762e-01     0.1235567       # 650
392276  127     0.0025208        0.03266518922     7.839550e-01     0.1299699       # 700
392277  127     0.0025208        0.03266518922     7.852571e-01     0.1299699       # 700
392278  127     0.0025208        0.03266518922     7.920038e-01     0.1299699       # 700
392279  127     0.0025208        0.03266518922     7.898897e-01     0.1299699       # 700
392280  127     0.0025208        0.03266518922     7.906913e-01     0.1299699       # 700
# 2L2J samples
392300     125     0.143126       0.068070618     6.283377e-01      0.0657     # 350
392301     125     0.260319       0.068070618     5.016417e-01      0.0597     # 300
392302     125     0.0329135      0.068070618     6.582331e-01      0.0831     # 500
392303     125     0.0515901      0.068070618     6.508071e-01      0.0783     # 450
392304     125     0.260319       0.068070618     6.288883e-01      0.0597     # 300
392305     125     0.143126       0.068070618     6.370385e-01      0.0657     # 350
392306     125     0.143126       0.068070618     5.082047e-01      0.0657     # 350
392307     125     3.27384        0.068070618     4.622100e-01      0.0388     # 150
392308     125     0.260319       0.068070618     6.246868e-01      0.0597     # 300
392309     125     0.0839069      0.068070618     6.466202e-01      0.0721     # 400
392310     125     0.143126       0.068070618     6.397027e-01      0.0657     # 350
392311     125     0.143126       0.068070618     6.340635e-01      0.0657     # 350
392312     125     3.27384        0.068070618     5.595371e-01      0.0388     # 150
392313     125     0.517259       0.068070618     6.113457e-01      0.0535     # 250
392314     125     0.0515901      0.068070618     6.434994e-01      0.0783     # 450
392315     125     0.517259       0.068070618     6.057220e-01      0.0535     # 250
392316     125     0.0515901      0.068070618     6.569972e-01      0.0783     # 450
392317     125     0.0839069      0.068070618     6.480158e-01      0.0721     # 400
392318     125     0.0329135      0.068070618     6.447812e-01      0.0831     # 500
392319     125     0.0515901      0.068070618     5.171084e-01      0.0783     # 450
392320     125     0.143126       0.068070618     6.395627e-01      0.0657     # 350
392321     125     0.0839069      0.068070618     6.452565e-01      0.0721     # 400
392322     125     1.17026        0.068070618     4.780780e-01      0.0469     # 200
392323     125     0.0329135      0.068070618     6.578568e-01      0.0831     # 500
392324     125     0.0839069      0.068070618     6.326851e-01      0.0721     # 400
392325     125     0.0329135      0.068070618     6.540153e-01      0.0831     # 500
392326     125     13.8951        0.068070618     5.236500e-01      0.0349     # 100
392327     125     0.260319       0.068070618     6.248105e-01      0.0597     # 300
392328     125     0.0515901      0.068070618     6.408875e-01      0.0783     # 450
392329     125     13.8951        0.068070618     4.273800e-01      0.0349     # 100
392330     125     1.17026        0.068070618     5.881826e-01      0.0469     # 200
392331     125     0.143126       0.068070618     6.354985e-01      0.0657     # 350
392332     125     0.0329135      0.068070618     6.551535e-01      0.0831     # 500
392333     125     0.517259       0.068070618     4.912453e-01      0.0535     # 250
392334     125     0.517259       0.068070618     6.151489e-01      0.0535     # 250
392335     125     0.0329135      0.068070618     6.495211e-01      0.0831     # 500
392336     125     0.0329135      0.068070618     6.595674e-01      0.0831     # 500
392337     125     0.0329135      0.068070618     6.559989e-01      0.0831     # 500
392338     125     0.0329135      0.068070618     6.585457e-01      0.0831     # 500
392339     125     0.021644       0.068070618     6.523333e-01      0.0889     # 550
392340     125     0.021644       0.068070618     6.575769e-01      0.0889     # 550
392341     125     0.021644       0.068070618     6.582757e-01      0.0889     # 550
392342     125     0.021644       0.068070618     6.638508e-01      0.0889     # 550
392343     125     0.021644       0.068070618     6.629929e-01      0.0889     # 550
392344     125     0.021644       0.068070618     6.688842e-01      0.0889     # 550
392345     125     0.021644       0.068070618     6.640949e-01      0.0889     # 550
392346     125     0.021644       0.068070618     6.628573e-01      0.0889     # 550
392347     125     0.021644       0.068070618     6.620641e-01      0.0889     # 550
392348     125     0.0145767      0.068070618     6.562102e-01      0.0948     # 600
392349     125     0.0145767      0.068070618     6.581437e-01      0.0948     # 600
392350     125     0.0145767      0.068070618     6.623322e-01      0.0948     # 600
392351     125     0.0145767      0.068070618     6.638279e-01      0.0948     # 600
392352     125     0.0145767      0.068070618     6.661155e-01      0.0948     # 600
392353     125     0.0145767      0.068070618     6.633690e-01      0.0948     # 600
392354     125     0.0145767      0.068070618     6.675757e-01      0.0948     # 600
392355     125     0.0145767      0.068070618     6.719726e-01      0.0948     # 600
392356     125     0.0145767      0.068070618     6.688545e-01      0.0948     # 600
392357     125     0.0100188      0.068070618     6.614479e-01      0.0976     # 650
392358     125     0.0100188      0.068070618     6.674199e-01      0.0976     # 650
392359     125     0.0100188      0.068070618     6.720588e-01      0.0976     # 650
392360     125     0.0100188      0.068070618     6.719917e-01      0.0976     # 650
392361     125     0.00699008     0.068070618     6.667070e-01      0.1021     # 700
392362     125     0.00699008     0.068070618     6.695780e-01      0.1021     # 700
392363     125     0.00699008     0.068070618     6.765608e-01      0.1021     # 700
392364     125     0.00699008     0.068070618     6.748751e-01      0.1021     # 700
392365     125     0.00699008     0.068070618     6.730272e-01      0.1021     # 700
392300     127     0.0663319      0.068070618     0.6362913         0.0916     # 350
392301     127     0.126627       0.068070618     5.075515e-01      0.0855     # 300
392302     127     0.0134441      0.068070618     6.622794e-01      0.1068     # 500
392303     127     0.0218561      0.068070618     6.557329e-01      0.1011     # 450
392304     127     0.126627       0.068070618     6.370478e-01      0.0855     # 300
392305     127     0.0663319      0.068070618     6.444772e-01      0.0916     # 350
392306     127     0.0663319      0.068070618     5.105156e-01      0.0916     # 350
392307     127     1.90704        0.068070618     4.622100e-01      0.0662     # 150
392308     127     0.126627       0.068070618     6.328993e-01      0.0855     # 300
392309     127     0.03712        0.068070618     6.476679e-01      0.0964     # 400
392310     127     0.0663319      0.068070618     6.493763e-01      0.0916     # 350
392311     127     0.0663319      0.068070618     6.398897e-01      0.0916     # 350
392312     127     1.90704        0.068070618     5.860307e-01      0.0662     # 150
392313     127     0.265255       0.068070618     6.230490e-01      0.0796     # 250
392314     127     0.0218561      0.068070618     6.528549e-01      0.1011     # 450
392315     127     0.265255       0.068070618     6.221621e-01      0.0796     # 250
392316     127     0.0218561      0.068070618     6.595106e-01      0.1011     # 450
392317     127     0.03712        0.068070618     6.546968e-01      0.0964     # 400
392318     127     0.0134441      0.068070618     6.500503e-01      0.1068     # 500
392319     127     0.0218561      0.068070618     5.197008e-01      0.1011     # 450
392320     127     0.0663319      0.068070618     6.474574e-01      0.0916     # 350
392321     127     0.03712        0.068070618     6.520047e-01      0.0964     # 400
392322     127     0.63714        0.068070618     4.907929e-01      0.073      # 200
392323     127     0.0134441      0.068070618     6.625594e-01      0.1068     # 500
392324     127     0.03712        0.068070618     6.390266e-01      0.0964     # 400
392325     127     0.0134441      0.068070618     6.620330e-01      0.1068     # 500
392326     127     8.76608        0.068070618     5.459136e-01      0.059      # 100
392327     127     0.126627       0.068070618     6.347129e-01      0.0855     # 300
392328     127     0.0218561      0.068070618     6.446789e-01      0.1011     # 450
392329     127     8.76608        0.068070618     4.273800e-01      0.059      # 100
392330     127     0.63714        0.068070618     6.064888e-01      0.073      # 200
392331     127     0.0663319      0.068070618     6.458955e-01      0.0916     # 350
392332     127     0.0134441      0.068070618     6.596175e-01      0.1068     # 500
392333     127     0.265255       0.068070618     4.997725e-01      0.0796     # 250
392334     127     0.265255       0.068070618     6.274857e-01      0.0796     # 250
392335     127     0.0134441      0.068070618     6.520408e-01      0.1068     # 500
392336     127     0.0134441      0.068070618     6.613626e-01      0.1068     # 500
392337     127     0.0134441      0.068070618     6.578918e-01      0.1068     # 500
392338     127     0.0134441      0.068070618     6.651241e-01      0.1068     # 500
392339     127     0.00852674     0.068070618     6.556352e-01      0.1129     # 550
392340     127     0.00852674     0.068070618     6.607741e-01      0.1129     # 550
392341     127     0.00852674     0.068070618     6.653705e-01      0.1129     # 550
392342     127     0.00852674     0.068070618     6.673278e-01      0.1129     # 550
392343     127     0.00852674     0.068070618     6.629991e-01      0.1129     # 550
392344     127     0.00852674     0.068070618     6.746386e-01      0.1129     # 550
392345     127     0.00852674     0.068070618     0.6678628         0.1129     # 550
392346     127     0.00852674     0.068070618     6.668734e-01      0.1129     # 550
392347     127     0.00852674     0.068070618     6.680464e-01      0.1129     # 550
392348     127     0.00556289     0.068070618     6.597439e-01      0.1196     # 600
392349     127     0.00556289     0.068070618     6.623286e-01      0.1196     # 600
392350     127     0.00556289     0.068070618     6.614213e-01      0.1196     # 600
392351     127     0.00556289     0.068070618     6.635961e-01      0.1196     # 600
392352     127     0.00556289     0.068070618     6.698761e-01      0.1196     # 600
392353     127     0.00556289     0.068070618     6.639963e-01      0.1196     # 600
392354     127     0.00556289     0.068070618     6.670032e-01      0.1196     # 600
392355     127     0.00556289     0.068070618     6.727719e-01      0.1196     # 600
392356     127     0.00556289     0.068070618     6.712844e-01      0.1196     # 600
392357     127     0.00371232     0.068070618     6.664537e-01      0.1236     # 650
392358     127     0.00371232     0.068070618     6.715744e-01      0.1236     # 650
392359     127     0.00371232     0.068070618     6.756019e-01      0.1236     # 650
392360     127     0.00371232     0.068070618     6.747528e-01      0.1236     # 650
392361     127     0.0025208      0.068070618     6.678948e-01      0.13       # 700
392362     127     0.0025208      0.068070618     6.733553e-01      0.13       # 700
392363     127     0.0025208      0.068070618     6.741290e-01      0.13       # 700
392364     127     0.0025208      0.068070618     6.746793e-01      0.13       # 700
392365     127     0.0025208      0.068070618     0.6750268         0.13       # 700
# Extension of MGPy8EG_A14N23LO_C1N2_WZ_XX_YY.txt based on ATLMCPROD-4077
############################# N2C1p #############################################
# datasetID  finalState  XS    BF              filterEff      relUncertainty  # masses and filters
393770     125     9.87112     0.068070618     3.208027e-02      0.0348165    # 110_100_2L2J_2L3andMET100
393771     125     7.232       0.068070618     5.874680e-02      0.035218     # 120_100_2L2J_2L3andMET100
393772     125     4.17925     0.068070618     6.324670e-02      0.0372955    # 140_100_2L2J_2L3andMET100
393773     125     2.60263     0.068070618     5.882283e-02      0.0403437    # 160_100_2L2J_2L3andMET100
393774     125     1.70891     0.068070618     6.667142e-02      0.0435024    # 180_100_2L2J_2L3andMET100
393775     125     1.17026     0.068070618     7.560528e-02      0.046853     # 200_100_2L2J_2L3andMET100
393776     125     2.60263     0.068070618     4.448233e-02      0.0403437    # 160_150_2L2J_2L3andMET100
393777     125     2.09661     0.068070618     6.646753e-02      0.0418977    # 170_150_2L2J_2L3andMET100
393778     125     1.40754     0.068070618     7.306985e-02      0.045153     # 190_150_2L2J_2L3andMET100
393779     125     0.980728    0.068070618     9.652308e-02      0.0480825    # 210_150_2L2J_2L3andMET100
393780     125     0.703627    0.068070618     9.702308e-02      0.0506881    # 230_150_2L2J_2L3andMET100
393781     125     0.517259    0.068070618     1.065907e-01      0.0534651    # 250_150_2L2J_2L3andMET100
393782     125     0.980728    0.068070618     5.187564e-02      0.0480825    # 210_200_2L2J_2L3andMET100
393783     125     0.827968    0.068070618     8.088093e-02      0.0493853    # 220_200_2L2J_2L3andMET100
393784     125     0.601578    0.068070618     1.015212e-01      0.0519911    # 240_200_2L2J_2L3andMET100
393785     125     0.44691     0.068070618     1.264986e-01      0.0545981    # 260_200_2L2J_2L3andMET100
393786     125     0.33835     0.068070618     1.129207e-01      0.057207     # 280_200_2L2J_2L3andMET100
393787     125     0.260319    0.068070618     1.353728e-01      0.0597429    # 300_200_2L2J_2L3andMET100
393788     125     0.44691     0.068070618     6.055872e-02      0.0545981    # 260_250_2L2J_2L3andMET100
393789     125     0.38801     0.068070618     9.454946e-02      0.0559023    # 270_250_2L2J_2L3andMET100
393790     125     0.29625     0.068070618     1.121936e-01      0.058514     # 290_250_2L2J_2L3andMET100
393791     125     0.229586    0.068070618     1.436793e-01      0.0609998    # 310_250_2L2J_2L3andMET100
393792     125     0.180255    0.068070618     1.368064e-01      0.063409     # 330_250_2L2J_2L3andMET100
393793     125     0.143126    0.068070618     1.563743e-01      0.0656566    # 350_250_2L2J_2L3andMET100
393794     125     0.229586    0.068070618     6.958410e-02      0.0609998    # 310_300_2L2J_2L3andMET100
393795     125     0.203123    0.068070618     1.055543e-01      0.0621997    # 320_300_2L2J_2L3andMET100
393796     125     0.160418    0.068070618     1.318228e-01      0.064627     # 340_300_2L2J_2L3andMET100
393797     125     0.12806     0.068070618     1.485797e-01      0.067088     # 360_300_2L2J_2L3andMET100
393798     125     0.103212    0.068070618     1.555717e-01      0.0695799    # 380_300_2L2J_2L3andMET100
393799     125     0.0839069   0.068070618     1.751584e-01      0.0721467    # 400_300_2L2J_2L3andMET100
393800     125     0.12806     0.068070618     7.129231e-02      0.067088     # 360_350_2L2J_2L3andMET100
393801     125     0.114837    0.068070618     1.143353e-01      0.0683302    # 370_350_2L2J_2L3andMET100
393802     125     0.092964    0.068070618     1.414339e-01      0.0708366    # 390_350_2L2J_2L3andMET100
393803     125     0.0758691   0.068070618     1.669314e-01      0.0735366    # 410_350_2L2J_2L3andMET100
393804     125     0.0623606   0.068070618     1.635478e-01      0.0757106    # 430_350_2L2J_2L3andMET100
393805     125     0.0515901   0.068070618     1.909515e-01      0.0783284    # 450_350_2L2J_2L3andMET100
########################### N2C1m #################################################################################################
393770     127     6.12064     0.068070618     2.842836e-02      0.0602179    # 110_100_2L2J_2L3andMET100
393771     127     4.41079     0.068070618     2.683937e-02      0.061535     # 120_100_2L2J_2L3andMET100
393772     127     2.47076     0.068070618     4.856484e-02      0.0645282    # 140_100_2L2J_2L3andMET100
393773     127     1.49427     0.068070618     4.829712e-02      0.0674216    # 160_100_2L2J_2L3andMET100
393774     127     0.954632    0.068070618     4.784472e-02      0.0701131    # 180_100_2L2J_2L3andMET100
393775     127     0.63714     0.068070618     7.350320e-02      0.0729927    # 200_100_2L2J_2L3andMET100
393776     127     1.49427     0.068070618     4.094328e-02      0.0674216    # 160_150_2L2J_2L3andMET100
393777     127     1.18709     0.068070618     6.039558e-02      0.0687403    # 170_150_2L2J_2L3andMET100
393778     127     0.776095    0.068070618     7.782136e-02      0.0715336    # 190_150_2L2J_2L3andMET100
393779     127     0.527344    0.068070618     9.518008e-02      0.074472     # 210_150_2L2J_2L3andMET100
393780     127     0.369323    0.068070618     9.223651e-02      0.0771732    # 230_150_2L2J_2L3andMET100
393781     127     0.265255    0.068070618     1.070834e-01      0.0796452    # 250_150_2L2J_2L3andMET100
393782     127     0.527344    0.068070618     5.204555e-02      0.074472     # 210_200_2L2J_2L3andMET100
393783     127     0.439793    0.068070618     8.021341e-02      0.0758466    # 220_200_2L2J_2L3andMET100
393784     127     0.312114    0.068070618     9.799563e-02      0.0784555    # 240_200_2L2J_2L3andMET100
393785     127     0.226727    0.068070618     1.209706e-01      0.0809004    # 260_200_2L2J_2L3andMET100
393786     127     0.168002    0.068070618     1.130377e-01      0.0832053    # 280_200_2L2J_2L3andMET100
393787     127     0.126627    0.068070618     1.291377e-01      0.0854573    # 300_200_2L2J_2L3andMET100
393788     127     0.226727    0.068070618     6.017354e-02      0.0809004    # 260_250_2L2J_2L3andMET100
393789     127     0.19472     0.068070618     9.545097e-02      0.082069     # 270_250_2L2J_2L3andMET100
393790     127     0.145569    0.068070618     1.155554e-01      0.0843115    # 290_250_2L2J_2L3andMET100
393791     127     0.110502    0.068070618     1.407422e-01      0.0866048    # 310_250_2L2J_2L3andMET100
393792     127     0.0850586   0.068070618     1.366088e-01      0.08897      # 330_250_2L2J_2L3andMET100
393793     127     0.0663319   0.068070618     1.480660e-01      0.0916337    # 350_250_2L2J_2L3andMET100
393794     127     0.110502    0.068070618     6.580741e-02      0.0866048    # 310_300_2L2J_2L3andMET100
393795     127     0.0967938   0.068070618     9.917419e-02      0.087804     # 320_300_2L2J_2L3andMET100
393796     127     0.0749721   0.068070618     1.253362e-01      0.0901047    # 340_300_2L2J_2L3andMET100
393797     127     0.0587349   0.068070618     1.530126e-01      0.0922876    # 360_300_2L2J_2L3andMET100
393798     127     0.0464841   0.068070618     1.451976e-01      0.0943651    # 380_300_2L2J_2L3andMET100
393799     127     0.03712     0.068070618     1.767276e-01      0.0963933    # 400_300_2L2J_2L3andMET100
393800     127     0.0587349   0.068070618     7.279907e-02      0.0922876    # 360_350_2L2J_2L3andMET100
393801     127     0.052189    0.068070618     1.116502e-01      0.0933388    # 370_350_2L2J_2L3andMET100
393802     127     0.0414971   0.068070618     1.354564e-01      0.0953678    # 390_350_2L2J_2L3andMET100
393803     127     0.0332635   0.068070618     1.682563e-01      0.0974052    # 410_350_2L2J_2L3andMET100
393804     127     0.0268801   0.068070618     1.607261e-01      0.099283     # 430_350_2L2J_2L3andMET100
393805     127     0.0218561   0.068070618     1.838091e-01      0.101081     # 450_350_2L2J_2L3andMET100
