# author : jmiguens@cern.ch
# brief  : NLO+NLL cross-sections and uncertainties for Wino NLSP/Bino LSP
# final state 125: Neut2 Char1p
#             127: Neut2 Char1m
#             157: Char1m Char1p
#             Efficiency factor includes generator filter eff.
#             BF corresponds to leptonic BRs for W or Z
#             Scale factors included in XS (reduction from generation of njets=0,1,2 to only 1,2)
#
# DSID           finalState       XS               BF               Filter Eff       relUncertainty   Note                  Resumm-XS [pb]   sigmaMG(1,2j)/sigmaMG(0,1,2j)
377416           125              1.37184814966    0.100974         2.4385E-01       0.0355886958372  C1pN2_WZ_125p0_120p0  6.25221          0.219418117699  
377417           125              1.37018713374    0.100974         3.2434E-01       0.0355886958372  C1pN2_WZ_125p0_115p0  6.25221          0.219152449092  
377418           125              1.37018713374    0.100974         3.4092E-01       0.0355886958372  C1pN2_WZ_125p0_110p0  6.25221          0.219152449092  
377419           125              1.37018713374    0.100974         3.3202E-01       0.0355886958372  C1pN2_WZ_125p0_100p0  6.25221          0.219152449092  
377420           125              1.37018713374    0.100974         3.1410E-01       0.0355886958372  C1pN2_WZ_125p0_85p0   6.25221          0.219152449092  
377421           125              1.37018713374    0.100974         2.9134E-01       0.0355886958372  C1pN2_WZ_125p0_65p0   6.25221          0.219152449092  
377422           125              0.767854476505   0.100974         3.0169E-02       0.0388458201989  C1pN2_WZ_150p0_148p5  3.27384          0.234542456719  
377423           125              0.767179736192   0.100974         5.5604E-02       0.0388458201989  C1pN2_WZ_150p0_148p0  3.27384          0.234336356142  
377424           125              0.765514709519   0.100974         1.2401E-01       0.0388458201989  C1pN2_WZ_150p0_147p0  3.27384          0.233827770911  
377425           125              0.767221976935   0.100974         2.4904E-01       0.0388458201989  C1pN2_WZ_150p0_145p0  3.27384          0.234349258649  
377426           125              0.762502685337   0.100974         3.4755E-01       0.0388458201989  C1pN2_WZ_150p0_140p0  3.27384          0.232907742998  
377427           125              0.762502685337   0.100974         3.6557E-01       0.0388458201989  C1pN2_WZ_150p0_135p0  3.27384          0.232907742998  
377428           125              0.762502685337   0.100974         3.6534E-01       0.0388458201989  C1pN2_WZ_150p0_125p0  3.27384          0.232907742998  
377429           125              0.762502685337   0.100974         3.5705E-01       0.0388458201989  C1pN2_WZ_150p0_110p0  3.27384          0.232907742998  
377430           125              0.762502685337   0.100974         3.4455E-01       0.0388458201989  C1pN2_WZ_150p0_90p0   3.27384          0.232907742998  
377431           125              0.466299494212   0.100974         5.2912E-02       0.0426558251246  C1pN2_WZ_175p0_173p0  1.89026          0.246685373553  
377432           125              0.465994222611   0.100974         1.2058E-01       0.0426558251246  C1pN2_WZ_175p0_172p0  1.89026          0.246523876404  
377433           125              0.466060594101   0.100974         2.5560E-01       0.0426558251246  C1pN2_WZ_175p0_170p0  1.89026          0.246558988764  
377434           125              0.465565265707   0.100974         3.6460E-01       0.0426558251246  C1pN2_WZ_175p0_165p0  1.89026          0.246296946297  
377435           125              0.465565265707   0.100974         3.8810E-01       0.0426558251246  C1pN2_WZ_175p0_160p0  1.89026          0.246296946297  
377436           125              0.465565265707   0.100974         3.9281E-01       0.0426558251246  C1pN2_WZ_175p0_150p0  1.89026          0.246296946297  
377437           125              0.465565265707   0.100974         3.9072E-01       0.0426558251246  C1pN2_WZ_175p0_135p0  1.89026          0.246296946297  
377438           125              0.465565265707   0.100974         3.8130E-01       0.0426558251246  C1pN2_WZ_175p0_115p0  1.89026          0.246296946297  
377439           125              0.300839896032   0.100974         5.1214E-02       0.0468530070241  C1pN2_WZ_200p0_198p0  1.17026          0.25707098938   
377440           125              0.301064094972   0.100974         1.1969E-01       0.0468530070241  C1pN2_WZ_200p0_197p0  1.17026          0.257262569832  
377441           125              0.300353643176   0.100974         2.5976E-01       0.0468530070241  C1pN2_WZ_200p0_195p0  1.17026          0.256655480984  
377442           125              0.300222741611   0.100974         3.7840E-01       0.0468530070241  C1pN2_WZ_200p0_190p0  1.17026          0.256543624161  
377443           125              0.300222741611   0.100974         4.0283E-01       0.0468530070241  C1pN2_WZ_200p0_185p0  1.17026          0.256543624161  
377444           125              0.300222741611   0.100974         4.1234E-01       0.0468530070241  C1pN2_WZ_200p0_175p0  1.17026          0.256543624161  
377445           125              0.300222741611   0.100974         4.1506E-01       0.0468530070241  C1pN2_WZ_200p0_160p0  1.17026          0.256543624161  
377446           125              0.300222741611   0.100974         4.1480E-01       0.0468530070241  C1pN2_WZ_200p0_140p0  1.17026          0.256543624161  
377447           125              0.202617063721   0.100974         4.9578E-02       0.0498109272631  C1pN2_WZ_225p0_223p0  0.762405         0.265760407816  
377448           125              0.202315622241   0.100974         1.1746E-01       0.0498109272631  C1pN2_WZ_225p0_222p0  0.762405         0.265365025467  
377449           125              0.201432703563   0.100974         2.6152E-01       0.0498109272631  C1pN2_WZ_225p0_220p0  0.762405         0.264206955047  
377450           125              0.202034086236   0.100974         3.8882E-01       0.0498109272631  C1pN2_WZ_225p0_215p0  0.762405         0.264995751912  
377451           125              0.202034086236   0.100974         4.1796E-01       0.0498109272631  C1pN2_WZ_225p0_210p0  0.762405         0.264995751912  
377452           125              0.202034086236   0.100974         4.3160E-01       0.0498109272631  C1pN2_WZ_225p0_200p0  0.762405         0.264995751912  
377453           125              0.202034086236   0.100974         4.3620E-01       0.0498109272631  C1pN2_WZ_225p0_185p0  0.762405         0.264995751912  
377454           125              0.202034086236   0.100974         4.3616E-01       0.0498109272631  C1pN2_WZ_225p0_165p0  0.762405         0.264995751912  
377455           125              0.141420948348   0.100974         1.1549E-01       0.0534650919559  C1pN2_WZ_250p0_247p0  0.517259         0.273404519493  
377456           125              0.141462109716   0.100974         2.6533E-01       0.0534650919559  C1pN2_WZ_250p0_245p0  0.517259         0.273484095427  
377457           125              0.141912011929   0.100974         4.0151E-01       0.0534650919559  C1pN2_WZ_250p0_240p0  0.517259         0.27435387674   
377458           125              0.141912011929   0.100974         4.2751E-01       0.0534650919559  C1pN2_WZ_250p0_235p0  0.517259         0.27435387674   
377459           125              0.141912011929   0.100974         4.4427E-01       0.0534650919559  C1pN2_WZ_250p0_225p0  0.517259         0.27435387674   
377460           125              0.141912011929   0.100974         4.5015E-01       0.0534650919559  C1pN2_WZ_250p0_210p0  0.517259         0.27435387674   
377461           125              0.101485572812   0.100974         1.1369E-01       0.0566186700824  C1pN2_WZ_275p0_272p0  0.362248         0.280154956859  
377462           125              0.101575003172   0.100974         2.6410E-01       0.0566186700824  C1pN2_WZ_275p0_270p0  0.362248         0.280401832922  
377463           125              0.101493272247   0.100974         4.0447E-01       0.0566186700824  C1pN2_WZ_275p0_265p0  0.362248         0.280176211454  
377464           125              0.101493272247   0.100974         4.3558E-01       0.0566186700824  C1pN2_WZ_275p0_260p0  0.362248         0.280176211454  
377465           125              0.101493272247   0.100974         4.5447E-01       0.0566186700824  C1pN2_WZ_275p0_250p0  0.362248         0.280176211454  
377466           125              0.101493272247   0.100974         4.6467E-01       0.0566186700824  C1pN2_WZ_275p0_235p0  0.362248         0.280176211454  
377467           125              0.0745490677553  0.100974         2.6523E-01       0.0597428539599  C1pN2_WZ_300p0_295p0  0.260319         0.286375822569  
377468           125              0.0746671082928  0.100974         4.0922E-01       0.0597428539599  C1pN2_WZ_300p0_290p0  0.260319         0.286829268293  
377469           125              0.0746671082928  0.100974         4.4604E-01       0.0597428539599  C1pN2_WZ_300p0_285p0  0.260319         0.286829268293  
377470           125              0.0746671082928  0.100974         4.6547E-01       0.0597428539599  C1pN2_WZ_300p0_275p0  0.260319         0.286829268293  
377471           125              0.0558283296369  0.100974         2.6647E-01       0.0630194340195  C1pN2_WZ_325p0_320p0  0.191314         0.291815181518  
377472           125              0.055783600132   0.100974         4.1661E-01       0.0630194340195  C1pN2_WZ_325p0_315p0  0.191314         0.291581379993  
377473           125              0.055783600132   0.100974         4.4956E-01       0.0630194340195  C1pN2_WZ_325p0_310p0  0.191314         0.291581379993  
377474           125              0.055783600132   0.100974         4.7317E-01       0.0630194340195  C1pN2_WZ_325p0_300p0  0.191314         0.291581379993  
377475           127              2.50575252543    0.100974         3.2617E-02       0.0559122782283  C1mN2_WZ_90p0_88p5    13.4767          0.18593220339   
377476           127              2.5065139209     0.100974         5.9636E-02       0.0559122782283  C1mN2_WZ_90p0_88p0    13.4767          0.185988700565  
377477           127              2.5043376454     0.100974         1.2400E-01       0.0559122782283  C1mN2_WZ_90p0_87p0    13.4767          0.185827216262  
377478           127              2.51163611426    0.100974         2.2864E-01       0.0559122782283  C1mN2_WZ_90p0_85p0    13.4767          0.186368778281  
377479           127              1.70865509334    0.100974         3.1557E-02       0.059048172045   C1mN2_WZ_100p0_98p5   8.76608          0.194916666667  
377480           127              1.71081127607    0.100974         5.8344E-02       0.059048172045   C1mN2_WZ_100p0_98p0   8.76608          0.19516263553   
377481           127              1.70719408       0.100974         1.2460E-01       0.059048172045   C1mN2_WZ_100p0_97p0   8.76608          0.19475         
377482           127              1.70861792828    0.100974         2.3370E-01       0.059048172045   C1mN2_WZ_100p0_95p0   8.76608          0.194912427023  
377483           127              1.71223933222    0.100974         2.9801E-01       0.059048172045   C1mN2_WZ_100p0_90p0   8.76608          0.195325542571  
377484           127              1.71223933222    0.100974         3.0262E-01       0.059048172045   C1mN2_WZ_100p0_85p0   8.76608          0.195325542571  
377485           127              1.71223933222    0.100974         2.8593E-01       0.059048172045   C1mN2_WZ_100p0_75p0   8.76608          0.195325542571  
377486           127              1.71223933222    0.100974         2.5436E-01       0.059048172045   C1mN2_WZ_100p0_60p0   8.76608          0.195325542571  
377487           127              1.71223933222    0.100974         2.1597E-01       0.059048172045   C1mN2_WZ_100p0_40p0   8.76608          0.195325542571  
377488           127              0.813337485929   0.100974         2.9477E-02       0.0622369673258  C1mN2_WZ_125p0_123p5  3.7828           0.215009380863  
377489           127              0.813032408102   0.100974         5.4841E-02       0.0622369673258  C1mN2_WZ_125p0_123p0  3.7828           0.214928732183  
377490           127              0.811461316332   0.100974         1.2131E-01       0.0622369673258  C1mN2_WZ_125p0_122p0  3.7828           0.214513407088  
377491           127              0.814047204503   0.100974         2.4262E-01       0.0622369673258  C1mN2_WZ_125p0_120p0  3.7828           0.215196998124  
377492           127              0.813284273663   0.100974         3.2855E-01       0.0622369673258  C1mN2_WZ_125p0_115p0  3.7828           0.214995313964  
377493           127              0.813284273663   0.100974         3.4085E-01       0.0622369673258  C1mN2_WZ_125p0_110p0  3.7828           0.214995313964  
377494           127              0.813284273663   0.100974         3.3571E-01       0.0622369673258  C1mN2_WZ_125p0_100p0  3.7828           0.214995313964  
377495           127              0.813284273663   0.100974         3.1560E-01       0.0622369673258  C1mN2_WZ_125p0_85p0   3.7828           0.214995313964  
377496           127              0.813284273663   0.100974         2.9094E-01       0.0622369673258  C1mN2_WZ_125p0_65p0   3.7828           0.214995313964  
377497           127              0.439659403635   0.100974         2.7775E-02       0.0661716586962  C1mN2_WZ_150p0_148p5  1.90704          0.230545454545  
377498           127              0.439590056727   0.100974         5.1939E-02       0.0661716586962  C1mN2_WZ_150p0_148p0  1.90704          0.230509090909  
377499           127              0.439611221536   0.100974         1.1817E-01       0.0661716586962  C1mN2_WZ_150p0_147p0  1.90704          0.23052018916   
377500           127              0.438203118546   0.100974         2.4766E-01       0.0661716586962  C1mN2_WZ_150p0_145p0  1.90704          0.229781818182  
377501           127              0.43807750619    0.100974         3.4954E-01       0.0661716586962  C1mN2_WZ_150p0_140p0  1.90704          0.229715950473  
377502           127              0.43807750619    0.100974         3.6571E-01       0.0661716586962  C1mN2_WZ_150p0_135p0  1.90704          0.229715950473  
377503           127              0.43807750619    0.100974         3.6937E-01       0.0661716586962  C1mN2_WZ_150p0_125p0  1.90704          0.229715950473  
377504           127              0.43807750619    0.100974         3.5726E-01       0.0661716586962  C1mN2_WZ_150p0_110p0  1.90704          0.229715950473  
377505           127              0.43807750619    0.100974         3.4682E-01       0.0661716586962  C1mN2_WZ_150p0_90p0   1.90704          0.229715950473  
377506           127              0.258072184782   0.100974         4.9045E-02       0.0694020752392  C1mN2_WZ_175p0_173p0  1.06301          0.242774936061  
377507           127              0.257693211133   0.100974         1.1735E-01       0.0694020752392  C1mN2_WZ_175p0_172p0  1.06301          0.242418426104  
377508           127              0.257460478261   0.100974         2.5154E-01       0.0694020752392  C1mN2_WZ_175p0_170p0  1.06301          0.242199488491  
377509           127              0.257839358466   0.100974         3.6532E-01       0.0694020752392  C1mN2_WZ_175p0_165p0  1.06301          0.242555910543  
377510           127              0.257839358466   0.100974         3.8799E-01       0.0694020752392  C1mN2_WZ_175p0_160p0  1.06301          0.242555910543  
377511           127              0.257839358466   0.100974         3.9642E-01       0.0694020752392  C1mN2_WZ_175p0_150p0  1.06301          0.242555910543  
377512           127              0.257839358466   0.100974         3.8942E-01       0.0694020752392  C1mN2_WZ_175p0_135p0  1.06301          0.242555910543  
377513           127              0.257839358466   0.100974         3.8437E-01       0.0694020752392  C1mN2_WZ_175p0_115p0  1.06301          0.242555910543  
377514           127              0.161343637701   0.100974         4.7262E-02       0.0729927488464  C1mN2_WZ_200p0_198p0  0.63714          0.253231060208  
377515           127              0.161444512874   0.100974         1.1400E-01       0.0729927488464  C1mN2_WZ_200p0_197p0  0.63714          0.253389385181  
377516           127              0.161295328145   0.100974         2.5601E-01       0.0729927488464  C1mN2_WZ_200p0_195p0  0.63714          0.253155237695  
377517           127              0.161145140452   0.100974         3.8039E-01       0.0729927488464  C1mN2_WZ_200p0_190p0  0.63714          0.252919516044  
377518           127              0.161145140452   0.100974         4.0405E-01       0.0729927488464  C1mN2_WZ_200p0_185p0  0.63714          0.252919516044  
377519           127              0.161145140452   0.100974         4.1448E-01       0.0729927488464  C1mN2_WZ_200p0_175p0  0.63714          0.252919516044  
377520           127              0.161145140452   0.100974         4.1897E-01       0.0729927488464  C1mN2_WZ_200p0_160p0  0.63714          0.252919516044  
377521           127              0.161145140452   0.100974         4.1999E-01       0.0729927488464  C1mN2_WZ_200p0_140p0  0.63714          0.252919516044  
377522           127              0.105689237313   0.100974         4.5818E-02       0.0766476210341  C1mN2_WZ_225p0_223p0  0.402717         0.262440466415  
377523           127              0.105772746879   0.100974         1.1091E-01       0.0766476210341  C1mN2_WZ_225p0_222p0  0.402717         0.2626478318    
377524           127              0.105456183714   0.100974         2.5719E-01       0.0766476210341  C1mN2_WZ_225p0_220p0  0.402717         0.261861763257  
377525           127              0.105703296618   0.100974         3.9024E-01       0.0766476210341  C1mN2_WZ_225p0_215p0  0.402717         0.262475377544  
377526           127              0.105703296618   0.100974         4.1777E-01       0.0766476210341  C1mN2_WZ_225p0_210p0  0.402717         0.262475377544  
377527           127              0.105703296618   0.100974         4.3409E-01       0.0766476210341  C1mN2_WZ_225p0_200p0  0.402717         0.262475377544  
377528           127              0.105703296618   0.100974         4.3860E-01       0.0766476210341  C1mN2_WZ_225p0_185p0  0.402717         0.262475377544  
377529           127              0.105703296618   0.100974         4.3811E-01       0.0766476210341  C1mN2_WZ_225p0_165p0  0.402717         0.262475377544  
377530           127              0.0718249050554  0.100974         1.0998E-01       0.0796452470264  C1mN2_WZ_250p0_247p0  0.265255         0.270776818742  
377531           127              0.0715632478421  0.100974         2.5906E-01       0.0796452470264  C1mN2_WZ_250p0_245p0  0.265255         0.269790382244  
377532           127              0.0717348048901  0.100974         3.9745E-01       0.0796452470264  C1mN2_WZ_250p0_240p0  0.265255         0.270437144974  
377533           127              0.0717348048901  0.100974         4.3024E-01       0.0796452470264  C1mN2_WZ_250p0_235p0  0.265255         0.270437144974  
377534           127              0.0717348048901  0.100974         4.4317E-01       0.0796452470264  C1mN2_WZ_250p0_225p0  0.265255         0.270437144974  
377535           127              0.0717348048901  0.100974         4.5233E-01       0.0796452470264  C1mN2_WZ_250p0_210p0  0.265255         0.270437144974  
377536           127              0.0501364658074  0.100974         1.0707E-01       0.0825389099678  C1mN2_WZ_275p0_272p0  0.180802         0.277300393842  
377537           127              0.0500020420186  0.100974         2.5998E-01       0.0825389099678  C1mN2_WZ_275p0_270p0  0.180802         0.276556907659  
377538           127              0.0500996509678  0.100974         4.0232E-01       0.0825389099678  C1mN2_WZ_275p0_265p0  0.180802         0.277096774194  
377539           127              0.0500996509678  0.100974         4.3669E-01       0.0825389099678  C1mN2_WZ_275p0_260p0  0.180802         0.277096774194  
377540           127              0.0500996509678  0.100974         4.5708E-01       0.0825389099678  C1mN2_WZ_275p0_250p0  0.180802         0.277096774194  
377541           127              0.0500996509678  0.100974         4.6587E-01       0.0825389099678  C1mN2_WZ_275p0_235p0  0.180802         0.277096774194  
377542           127              0.0359633535533  0.100974         2.6199E-01       0.0854572879402  C1mN2_WZ_300p0_295p0  0.126627         0.284010152284  
377543           127              0.0359612958841  0.100974         4.1065E-01       0.0854572879402  C1mN2_WZ_300p0_290p0  0.126627         0.283993902439  
377544           127              0.0359612958841  0.100974         4.4454E-01       0.0854572879402  C1mN2_WZ_300p0_285p0  0.126627         0.283993902439  
377545           127              0.0359612958841  0.100974         4.6301E-01       0.0854572879402  C1mN2_WZ_300p0_275p0  0.126627         0.283993902439  
377546           127              0.0260757121348  0.100974         2.6149E-01       0.0880800709859  C1mN2_WZ_325p0_320p0  0.0906096        0.287780898876  
377547           127              0.0261569907173  0.100974         4.1886E-01       0.0880800709859  C1mN2_WZ_325p0_315p0  0.0906096        0.288677918425  
377548           127              0.0261569907173  0.100974         4.5025E-01       0.0880800709859  C1mN2_WZ_325p0_310p0  0.0906096        0.288677918425  
377549           127              0.0261569907173  0.100974         4.7042E-01       0.0880800709859  C1mN2_WZ_325p0_300p0  0.0906096        0.288677918425  
377550           157              3.29458278518    0.10705984       2.7716E-02       0.0426778493935  C1C1_WW_90p0_88p5     17.4853          0.188420146362  
377551           157              3.29383008178    0.10705984       4.8925E-02       0.0426778493935  C1C1_WW_90p0_88p0     17.4853          0.188377098579  
377552           157              3.28507141014    0.10705984       9.3584E-02       0.0426778493935  C1C1_WW_90p0_87p0     17.4853          0.187876182287  
377553           157              3.2819720086     0.10705984       1.4697E-01       0.0426778493935  C1C1_WW_90p0_85p0     17.4853          0.187698924731  
377554           157              2.30112083964    0.10705984       2.7495E-02       0.0446621999845  C1C1_WW_100p0_98p5    11.6119          0.198169191919  
377555           157              2.29747119243    0.10705984       4.9095E-02       0.0446621999845  C1C1_WW_100p0_98p0    11.6119          0.19785488959   
377556           157              2.29600596846    0.10705984       9.4290E-02       0.0446621999845  C1C1_WW_100p0_97p0    11.6119          0.197728706625  
377557           157              2.29309399748    0.10705984       1.5040E-01       0.0446621999845  C1C1_WW_100p0_95p0    11.6119          0.197477931904  
377558           157              2.28730314664    0.10705984       2.0944E-01       0.0446621999845  C1C1_WW_100p0_90p0    11.6119          0.196979232222  
377559           157              2.28730314664    0.10705984       2.2206E-01       0.0446621999845  C1C1_WW_100p0_85p0    11.6119          0.196979232222  
377560           157              2.28730314664    0.10705984       2.2209E-01       0.0446621999845  C1C1_WW_100p0_75p0    11.6119          0.196979232222  
377561           157              2.28730314664    0.10705984       2.0727E-01       0.0446621999845  C1C1_WW_100p0_60p0    11.6119          0.196979232222  
377562           157              1.10980848113    0.10705984       2.6644E-02       0.049006584789   C1C1_WW_125p0_123p5   5.09052          0.218014757065  
377563           157              1.11122586106    0.10705984       4.7832E-02       0.049006584789   C1C1_WW_125p0_123p0   5.09052          0.21829319226   
377564           157              1.11193455103    0.10705984       9.5378E-02       0.049006584789   C1C1_WW_125p0_122p0   5.09052          0.218432409857  
377565           157              1.10863676593    0.10705984       1.5898E-01       0.049006584789   C1C1_WW_125p0_120p0   5.09052          0.21778458113   
377566           157              1.11045288815    0.10705984       2.3279E-01       0.049006584789   C1C1_WW_125p0_115p0   5.09052          0.218141346689  
377567           157              1.11045288815    0.10705984       2.5161E-01       0.049006584789   C1C1_WW_125p0_110p0   5.09052          0.218141346689  
377568           157              1.11045288815    0.10705984       2.6123E-01       0.049006584789   C1C1_WW_125p0_100p0   5.09052          0.218141346689  
377569           157              1.11045288815    0.10705984       2.5686E-01       0.049006584789   C1C1_WW_125p0_85p0    5.09052          0.218141346689  
377570           157              0.609032336683   0.10705984       2.5788E-02       0.0528865257186  C1C1_WW_150p0_148p5   2.61231          0.233139381116  
377571           157              0.609446879397   0.10705984       4.6466E-02       0.0528865257186  C1C1_WW_150p0_148p0   2.61231          0.233298069294  
377572           157              0.608778803967   0.10705984       9.5266E-02       0.0528865257186  C1C1_WW_150p0_147p0   2.61231          0.233042328042  
377573           157              0.605330048337   0.10705984       1.6583E-01       0.0528865257186  C1C1_WW_150p0_145p0   2.61231          0.231722134179  
377574           157              0.605330048337   0.10705984       2.4573E-01       0.0528865257186  C1C1_WW_150p0_140p0   2.61231          0.231722134179  
377575           157              0.605330048337   0.10705984       2.7245E-01       0.0528865257186  C1C1_WW_150p0_135p0   2.61231          0.231722134179  
377576           157              0.605330048337   0.10705984       2.8848E-01       0.0528865257186  C1C1_WW_150p0_125p0   2.61231          0.231722134179  
377577           157              0.605330048337   0.10705984       2.8715E-01       0.0528865257186  C1C1_WW_150p0_110p0   2.61231          0.231722134179 
