 2G_1 3.062 2E_1 2.996 2C_1 3.062 2A_1 3.130 2O_1 3.062 2M_1 2.996 2K_1 3.062 2I_1 3.130 3E_1 1.305 3A_1 1.305 3M_1 1.305 3I_1 1.305   1C 1.935   1K 1.935
 3G_4 1.604 3E_4 1.439 3C_4 1.644 3A_4 1.644 3O_4 1.604 3M_4 1.439 3K_4 1.644 3I_4 1.644 2F_2 1.604 2B_2 1.604 2N_2 1.604 2J_2 1.604   4B 0.654   4J 0.654
 3G_3 1.883 3E_3 1.721 3C_3 1.925 3A_3 1.925 3O_3 1.883 3M_3 1.721 3K_3 1.925 3I_3 1.925 2F_1 1.770 2B_1 1.770 2N_1 1.770 2J_1 1.770   3B 1.151   3J 1.151
 3G_2 2.154 3E_2 2.013 3C_2 2.110 3A_2 2.154 3O_2 2.154 3M_2 2.013 3K_2 2.110 3I_2 2.154 1F_2 1.925 1B_2 1.925 1N_2 1.925 1J_2 1.925   2B 1.631   2J 1.631
 3G_1 2.355 3E_1 2.251 3C_1 2.302 3A_1 2.355 3O_1 2.355 3M_1 2.251 3K_1 2.302 3I_1 2.355 1F_1 0.994 1B_1 0.994 1N_1 0.994 1J_1 0.994   1B 1.935   1J 1.935
 4G_4 0.336 4E_4 0.352 4C_4 0.345 4A_4 0.336 4O_4 0.336 4M_4 0.352 4K_4 0.345 4I_4 0.336 4F_2 0.503 4B_2 0.503 4N_2 0.503 4J_2 0.503   4A 0.762   4I 0.762
 4G_3 0.406 4E_3 0.416 4C_3 0.406 4A_3 0.406 4O_3 0.406 4M_3 0.416 4K_3 0.406 4I_3 0.406 4F_1 0.766 4B_1 0.766 4N_1 0.766 4J_1 0.766   3A 1.352   3I 1.352
 4G_2 0.480 4E_2 0.480 4C_2 1.013 4A_2 1.013 4O_2 0.480 4M_2 0.480 4K_2 1.013 4I_2 1.013 3F_2 1.141 3B_2 1.141 3N_2 1.141 3J_2 1.141   2A 1.764   2I 1.764
 4G_1 1.222 4E_1 1.116 4C_1 1.339 4A_1 1.305 4O_1 1.222 4M_1 1.116 4K_1 1.339 4I_1 1.305 3F_1 1.375 3B_1 1.375 3N_1 1.375 3J_1 1.375   1A 1.935   1I 1.935

