# author : steffen.schaepe@cern.ch (please report any problems)
# date   : 26/04/2015
# update :
# brief  : GMSB grid with all processes, including all sl-sl. Cross sections are provided in pb
# command: SUSYCrossSectionSubmit.py --tev 13 --dir <slha-dir> --prun --griduser schaepe --prunoptions '--cmtConfig=x86_64-slc6-gcc47-opt' --process gg,sg,ss,sb,tb,ns,ng,nn
# command: SUSYCrossSectionSubmit.py --tev 13 --dir <slha-dir> --prun --griduser schaepe --prunoptions '--cmtConfig=x86_64-slc6-gcc47-opt' --process ll --ipart1 1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20
#
# format : datasetID   finalState   XS   k-fac   filterEff   relUncertainty
205120    123      0.0028338794   1.00000000    1.00000000   0.06478055
205120    124      0.0001360479   1.00000000    1.00000000   0.07598234
205120    125      0.0122169251   1.00000000    1.00000000   0.05850387
205120    126      0.0001800488   1.00000000    1.00000000   0.07087784
205120    127      0.0050591610   1.00000000    1.00000000   0.07878833
205120    128      0.0000733996   1.00000000    1.00000000   0.08326364
205120    133      0.0000000326   1.00000000    1.00000000   0.07141777
205120    134      0.0012986053   1.00000000    1.00000000   0.06940101
205120    135      0.0042307212   1.00000000    1.00000000   0.06498309
205120    136      0.0018438284   1.00000000    1.00000000   0.06803978
205120    137      0.0017115103   1.00000000    1.00000000   0.08091665
205120    138      0.0007100741   1.00000000    1.00000000   0.08192746
205120    144      0.0000602831   1.00000000    1.00000000   0.07438386
205120    145      0.0001436251   1.00000000    1.00000000   0.07153282
205120    146      0.0041508546   1.00000000    1.00000000   0.06896375
205120    147      0.0000591569   1.00000000    1.00000000   0.08226891
205120    148      0.0015875377   1.00000000    1.00000000   0.08742774
205120    157      0.0090967416   1.00000000    1.00000000   0.06611894
205120    158      0.0003225009   1.00000000    1.00000000   0.06948153
205120    167      0.0003220530   1.00000000    1.00000000   0.06780000
205120    168      0.0028993186   1.00000000    1.00000000   0.06811701
205120    201      0.0007602027   1.00000000    1.00000000   0.07121066
205120    202      0.0054410518   1.00000000    1.00000000   0.05510484
205120    203      0.0007510730   1.00000000    1.00000000   0.06936683
205120    204      0.0020404714   1.00000000    1.00000000   0.07046904
205120    205      0.0008194803   1.00000000    1.00000000   0.08372436
205120    206      0.0056917762   1.00000000    1.00000000   0.05361100
205120    207      0.0007534044   1.00000000    1.00000000   0.07167466
205120    208      0.0000086572   1.00000000    1.00000000   0.06189498
205120    209      0.0007545206   1.00000000    1.00000000   0.06960236
205120    210      0.0000245735   1.00000000    1.00000000   0.05782205
205120    211      0.0000109122   1.00000000    1.00000000   0.07548442
205120    212      0.0020418557   1.00000000    1.00000000   0.06925961
205120    213      0.0008176664   1.00000000    1.00000000   0.08324651
205120    216      0.0007602027   1.00000000    1.00000000   0.07121066
205120    217      0.0054437756   1.00000000    1.00000000   0.05495094
205120    218      0.0007510825   1.00000000    1.00000000   0.06937866
205120    219      0.0020404714   1.00000000    1.00000000   0.07046904
205120    220      0.0008194803   1.00000000    1.00000000   0.08372436
205121      1      0.0487446199   1.00000000    1.00000000   0.15599244
205121      2      0.0070677137   1.00000000    1.00000000   0.33095456
205121      3      0.0436956325   1.00000000    1.00000000   0.11282924
205121      4      0.0126768392   1.00000000    1.00000000   0.16033681
205121     61      0.0007693295   1.00000000    1.00000000   0.20737752
205121     62      0.0003812585   1.00000000    1.00000000   0.23272784
205121     71      0.0005910392   1.00000000    1.00000000   0.09735607
205121     72      0.0002889771   1.00000000    1.00000000   0.09697287
205121     73      0.0000076931   1.00000000    1.00000000   0.08585904
205121     74      0.0003197480   1.00000000    1.00000000   0.09156669
205121     75      0.0004483993   1.00000000    1.00000000   0.08339244
205121     76      0.0005233447   1.00000000    1.00000000   0.08134124
205121     77      0.0001453167   1.00000000    1.00000000   0.11717430
205121     78      0.0001708928   1.00000000    1.00000000   0.12312028
205121     81      0.0012379607   1.00000000    1.00000000   0.21268473
205121     82      0.0006726216   1.00000000    1.00000000   0.22628506
205121     83      0.0000046165   1.00000000    1.00000000   0.22883384
205121     84      0.0008298399   1.00000000    1.00000000   0.22923301
205121     85      0.0007929338   1.00000000    1.00000000   0.22207072
205121     86      0.0012706267   1.00000000    1.00000000   0.22312923
205121     87      0.0004198496   1.00000000    1.00000000   0.24147095
205121     88      0.0004699817   1.00000000    1.00000000   0.24336226
205121    111      0.0002321887   1.00000000    1.00000000   0.07094048
205121    112      0.0000056655   1.00000000    1.00000000   0.06949815
205121    113      0.0002469703   1.00000000    1.00000000   0.06281316
205121    114      0.0000278452   1.00000000    1.00000000   0.06638394
205121    115      0.0003950247   1.00000000    1.00000000   0.05730592
205121    116      0.0000882580   1.00000000    1.00000000   0.06321025
205121    117      0.0001755716   1.00000000    1.00000000   0.07283240
205121    118      0.0000355947   1.00000000    1.00000000   0.07973758
205121    122      0.0000655590   1.00000000    1.00000000   0.07472163
205121    123      0.0032466019   1.00000000    1.00000000   0.06349231
205121    124      0.0001363034   1.00000000    1.00000000   0.07186596
205121    125      0.0119717653   1.00000000    1.00000000   0.06470599
205121    126      0.0001795886   1.00000000    1.00000000   0.06619907
205121    127      0.0049731586   1.00000000    1.00000000   0.07738099
205121    128      0.0000737536   1.00000000    1.00000000   0.08134954
205121    133      0.0000000390   1.00000000    1.00000000   0.06853761
205121    134      0.0012344997   1.00000000    1.00000000   0.07025625
205121    135      0.0047804097   1.00000000    1.00000000   0.06416870
205121    136      0.0017469934   1.00000000    1.00000000   0.07041045
205121    137      0.0019366466   1.00000000    1.00000000   0.07806104
205121    138      0.0006767354   1.00000000    1.00000000   0.08134072
205121    144      0.0000742331   1.00000000    1.00000000   0.07503961
205121    145      0.0001549013   1.00000000    1.00000000   0.07055894
205121    146      0.0045351425   1.00000000    1.00000000   0.06921882
205121    147      0.0000638123   1.00000000    1.00000000   0.08190377
205121    148      0.0017436658   1.00000000    1.00000000   0.08820148
205121    157      0.0089927192   1.00000000    1.00000000   0.06627376
205121    158      0.0003233711   1.00000000    1.00000000   0.07061671
205121    167      0.0003221986   1.00000000    1.00000000   0.06868051
205121    168      0.0031584476   1.00000000    1.00000000   0.06996953
205121    201      0.0007593826   1.00000000    1.00000000   0.07109101
205121    202      0.0054567066   1.00000000    1.00000000   0.05385678
205121    203      0.0007527589   1.00000000    1.00000000   0.06954159
205121    204      0.0020435587   1.00000000    1.00000000   0.06914121
205121    205      0.0008197203   1.00000000    1.00000000   0.08359096
205121    206      0.0128694151   1.00000000    1.00000000   0.04801176
205121    207      0.0006718614   1.00000000    1.00000000   0.07153038
205121    208      0.0001433332   1.00000000    1.00000000   0.05957967
205121    209      0.0008023638   1.00000000    1.00000000   0.06940263
205121    210      0.0004575268   1.00000000    1.00000000   0.05612324
205121    211      0.0002082886   1.00000000    1.00000000   0.07181208
205121    212      0.0019516242   1.00000000    1.00000000   0.06686064
205121    213      0.0007856242   1.00000000    1.00000000   0.08414966
205121    216      0.0007599857   1.00000000    1.00000000   0.07230076
205121    217      0.0054719804   1.00000000    1.00000000   0.05546291
205121    218      0.0007530580   1.00000000    1.00000000   0.06960959
205121    219      0.0020435587   1.00000000    1.00000000   0.06914121
205121    220      0.0008198055   1.00000000    1.00000000   0.08357002
205122      1      0.0173721132   1.00000000    1.00000000   0.18801221
205122      2      0.0021956682   1.00000000    1.00000000   0.39092863
205122      3      0.0186615651   1.00000000    1.00000000   0.11929670
205122      4      0.0044231308   1.00000000    1.00000000   0.19672136
205122     61      0.0002712539   1.00000000    1.00000000   0.24342694
205122     62      0.0001096160   1.00000000    1.00000000   0.27328118
205122     71      0.0002635881   1.00000000    1.00000000   0.10267687
205122     72      0.0001095022   1.00000000    1.00000000   0.09388084
205122     73      0.0000022245   1.00000000    1.00000000   0.08527474
205122     74      0.0001394906   1.00000000    1.00000000   0.09354571
205122     75      0.0001650933   1.00000000    1.00000000   0.08065966
205122     76      0.0002249338   1.00000000    1.00000000   0.08325007
205122     77      0.0000536005   1.00000000    1.00000000   0.12308739
205122     78      0.0000732982   1.00000000    1.00000000   0.12719483
205122     81      0.0005715640   1.00000000    1.00000000   0.22359476
205122     82      0.0002678644   1.00000000    1.00000000   0.23142028
205122     83      0.0000013190   1.00000000    1.00000000   0.23442764
205122     84      0.0003821717   1.00000000    1.00000000   0.23546503
205122     85      0.0003211483   1.00000000    1.00000000   0.22631980
205122     86      0.0005834640   1.00000000    1.00000000   0.22600280
205122     87      0.0001587788   1.00000000    1.00000000   0.25077165
205122     88      0.0002130660   1.00000000    1.00000000   0.25502725
205122    111      0.0001305522   1.00000000    1.00000000   0.06934644
205122    112      0.0000033536   1.00000000    1.00000000   0.07422142
205122    113      0.0001349650   1.00000000    1.00000000   0.06694311
205122    114      0.0000144062   1.00000000    1.00000000   0.06967479
205122    115      0.0002215716   1.00000000    1.00000000   0.06252842
205122    116      0.0000427164   1.00000000    1.00000000   0.06682941
205122    117      0.0000939647   1.00000000    1.00000000   0.07643055
205122    118      0.0000164369   1.00000000    1.00000000   0.08292860
205122    122      0.0000275223   1.00000000    1.00000000   0.07589126
205122    123      0.0019183173   1.00000000    1.00000000   0.06703104
205122    124      0.0000671494   1.00000000    1.00000000   0.07656088
205122    125      0.0065646937   1.00000000    1.00000000   0.06663499
205122    126      0.0000974712   1.00000000    1.00000000   0.07825712
205122    127      0.0025791949   1.00000000    1.00000000   0.08173289
205122    128      0.0000379060   1.00000000    1.00000000   0.08564306
205122    133      0.0000000123   1.00000000    1.00000000   0.06766287
205122    134      0.0006215110   1.00000000    1.00000000   0.07029315
205122    135      0.0029055969   1.00000000    1.00000000   0.06638624
205122    136      0.0008905283   1.00000000    1.00000000   0.07060114
205122    137      0.0011284994   1.00000000    1.00000000   0.08281978
205122    138      0.0003307837   1.00000000    1.00000000   0.08530145
205122    144      0.0000424809   1.00000000    1.00000000   0.07799333
205122    145      0.0000795067   1.00000000    1.00000000   0.07317920
205122    146      0.0025767056   1.00000000    1.00000000   0.07219708
205122    147      0.0000312546   1.00000000    1.00000000   0.08561198
205122    148      0.0009452837   1.00000000    1.00000000   0.08811416
205122    157      0.0048141823   1.00000000    1.00000000   0.06751846
205122    158      0.0001643375   1.00000000    1.00000000   0.07035188
205122    167      0.0001644375   1.00000000    1.00000000   0.07091735
205122    168      0.0017684284   1.00000000    1.00000000   0.07750949
205122    201      0.0004163192   1.00000000    1.00000000   0.07559991
205122    202      0.0033180956   1.00000000    1.00000000   0.05798601
205122    203      0.0004040053   1.00000000    1.00000000   0.07402432
205122    204      0.0011331236   1.00000000    1.00000000   0.08022750
205122    205      0.0004328433   1.00000000    1.00000000   0.08570715
205122    206      0.0034611805   1.00000000    1.00000000   0.05931810
205122    207      0.0004141992   1.00000000    1.00000000   0.07569724
205122    208      0.0000036336   1.00000000    1.00000000   0.06460479
205122    209      0.0004051353   1.00000000    1.00000000   0.07332773
205122    210      0.0000104016   1.00000000    1.00000000   0.06335013
205122    211      0.0000044328   1.00000000    1.00000000   0.07852163
205122    212      0.0011295511   1.00000000    1.00000000   0.08007511
205122    213      0.0004327742   1.00000000    1.00000000   0.08838822
205122    216      0.0004163192   1.00000000    1.00000000   0.07559991
205122    217      0.0033197551   1.00000000    1.00000000   0.05775540
205122    218      0.0004040053   1.00000000    1.00000000   0.07402432
205122    219      0.0011331236   1.00000000    1.00000000   0.08022750
205122    220      0.0004328433   1.00000000    1.00000000   0.08570715
205123      1      0.0174165720   1.00000000    1.00000000   0.18502622
205123      2      0.0022026206   1.00000000    1.00000000   0.39293667
205123      3      0.0186615651   1.00000000    1.00000000   0.11929670
205123      4      0.0044231308   1.00000000    1.00000000   0.19672136
205123     61      0.0002701883   1.00000000    1.00000000   0.24360612
205123     62      0.0001128851   1.00000000    1.00000000   0.27000876
205123     71      0.0002637880   1.00000000    1.00000000   0.10280196
205123     72      0.0000992944   1.00000000    1.00000000   0.09480650
205123     73      0.0000025605   1.00000000    1.00000000   0.08698324
205123     74      0.0001506302   1.00000000    1.00000000   0.09171672
205123     75      0.0001501489   1.00000000    1.00000000   0.07851601
205123     76      0.0002404127   1.00000000    1.00000000   0.08249648
205123     77      0.0000485464   1.00000000    1.00000000   0.12415757
205123     78      0.0000783388   1.00000000    1.00000000   0.12509465
205123     81      0.0005720213   1.00000000    1.00000000   0.22468568
205123     82      0.0002406446   1.00000000    1.00000000   0.23128324
205123     83      0.0000015341   1.00000000    1.00000000   0.23471220
205123     84      0.0004078712   1.00000000    1.00000000   0.23474589
205123     85      0.0002838462   1.00000000    1.00000000   0.22636661
205123     86      0.0006197895   1.00000000    1.00000000   0.22626650
205123     87      0.0001447072   1.00000000    1.00000000   0.25308846
205123     88      0.0002262259   1.00000000    1.00000000   0.25664584
205123    111      0.0001308524   1.00000000    1.00000000   0.07084834
205123    112      0.0000026856   1.00000000    1.00000000   0.07153322
205123    113      0.0001346919   1.00000000    1.00000000   0.06288679
205123    114      0.0000151893   1.00000000    1.00000000   0.07377460
205123    115      0.0002180769   1.00000000    1.00000000   0.06038272
205123    116      0.0000420042   1.00000000    1.00000000   0.06663808
205123    117      0.0000929304   1.00000000    1.00000000   0.07614623
205123    118      0.0000161534   1.00000000    1.00000000   0.08380273
205123    122      0.0000228183   1.00000000    1.00000000   0.07633968
205123    123      0.0021293157   1.00000000    1.00000000   0.06796342
205123    124      0.0000652030   1.00000000    1.00000000   0.07745773
205123    125      0.0065690063   1.00000000    1.00000000   0.06653907
205123    126      0.0000947500   1.00000000    1.00000000   0.07366289
205123    127      0.0025961289   1.00000000    1.00000000   0.08199366
205123    128      0.0000371159   1.00000000    1.00000000   0.08780220
205123    133      0.0000000142   1.00000000    1.00000000   0.07642666
205123    134      0.0005812871   1.00000000    1.00000000   0.06901889
205123    135      0.0031899096   1.00000000    1.00000000   0.06648177
205123    136      0.0008328290   1.00000000    1.00000000   0.07040346
205123    137      0.0012398382   1.00000000    1.00000000   0.08885177
205123    138      0.0003108871   1.00000000    1.00000000   0.08557099
205123    144      0.0000487787   1.00000000    1.00000000   0.07787555
205123    145      0.0000811812   1.00000000    1.00000000   0.07365200
205123    146      0.0027218316   1.00000000    1.00000000   0.07218887
205123    147      0.0000318509   1.00000000    1.00000000   0.08726492
205123    148      0.0010058776   1.00000000    1.00000000   0.08942257
205123    157      0.0048523445   1.00000000    1.00000000   0.06847241
205123    158      0.0001606460   1.00000000    1.00000000   0.07734410
205123    167      0.0001610181   1.00000000    1.00000000   0.07657785
205123    168      0.0018670804   1.00000000    1.00000000   0.07028571
205123    201      0.0004154524   1.00000000    1.00000000   0.07675418
205123    202      0.0033304533   1.00000000    1.00000000   0.05790051
205123    203      0.0004024826   1.00000000    1.00000000   0.07360363
205123    204      0.0011331236   1.00000000    1.00000000   0.08022750
205123    205      0.0004330372   1.00000000    1.00000000   0.08609729
205123    206      0.0039191122   1.00000000    1.00000000   0.05645969
205123    207      0.0004082230   1.00000000    1.00000000   0.07569770
205123    208      0.0000144820   1.00000000    1.00000000   0.06423898
205123    209      0.0004104042   1.00000000    1.00000000   0.07235655
205123    210      0.0000423504   1.00000000    1.00000000   0.06136212
205123    211      0.0000180771   1.00000000    1.00000000   0.07540845
205123    212      0.0011276533   1.00000000    1.00000000   0.07027950
205123    213      0.0004315346   1.00000000    1.00000000   0.08808704
205123    216      0.0004154524   1.00000000    1.00000000   0.07675418
205123    217      0.0033195082   1.00000000    1.00000000   0.05768530
205123    218      0.0004028538   1.00000000    1.00000000   0.07313819
205123    219      0.0011331236   1.00000000    1.00000000   0.08022750
205123    220      0.0004330516   1.00000000    1.00000000   0.08612773
205124      1      0.0174747077   1.00000000    1.00000000   0.18773752
205124      2      0.0022026156   1.00000000    1.00000000   0.39293530
205124      3      0.0187616572   1.00000000    1.00000000   0.11921458
205124      4      0.0044451096   1.00000000    1.00000000   0.19629057
205124     61      0.0002701883   1.00000000    1.00000000   0.24360612
205124     62      0.0001185478   1.00000000    1.00000000   0.27309934
205124     71      0.0002647299   1.00000000    1.00000000   0.10487264
205124     72      0.0000964856   1.00000000    1.00000000   0.09477388
205124     73      0.0000026732   1.00000000    1.00000000   0.08525665
205124     74      0.0001528414   1.00000000    1.00000000   0.09052334
205124     75      0.0001462270   1.00000000    1.00000000   0.08072047
205124     76      0.0002446548   1.00000000    1.00000000   0.08361891
205124     77      0.0000472929   1.00000000    1.00000000   0.12419732
205124     78      0.0000797915   1.00000000    1.00000000   0.12649232
205124     81      0.0005718817   1.00000000    1.00000000   0.22428961
205124     82      0.0002343621   1.00000000    1.00000000   0.23060456
205124     83      0.0000016018   1.00000000    1.00000000   0.23824066
205124     84      0.0004144086   1.00000000    1.00000000   0.23417958
205124     85      0.0002743994   1.00000000    1.00000000   0.22728207
205124     86      0.0006295890   1.00000000    1.00000000   0.22594780
205124     87      0.0001405458   1.00000000    1.00000000   0.25231848
205124     88      0.0002301026   1.00000000    1.00000000   0.25531904
205124    111      0.0001308914   1.00000000    1.00000000   0.07144288
205124    112      0.0000025140   1.00000000    1.00000000   0.07376757
